case,problem,cores,group,first_variant,first_call,candidate,makespan,added_bytes,scheduled_bytes,original_bytes,partition_added_bytes,spill_bytes,hit_rate,hit_bytes,active_cores,miss_bytes,eligible_bytes,effective_ddr_byte_proxy,cache_key,plan_path,result_path
case_065,3,5,validation,strong,11,wcc_start0_affinity_a4_per_core_w75,13259,41616,357818,316202,41616,0,0.12192092249279303,41616,4,299720,341336,316202,0b39c18900dc8d93b7879348e995bb77905ac1e49f728d7315e89b44e2c12987,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-3d4902cc285f4443af03499fa41b1b0e/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-3d4902cc285f4443af03499fa41b1b0e/official_result.json.gz
case_065,3,5,validation,strong,12,wcc_protected_interleave_v2_w8_base_earliest_start,8441,55584,371786,316202,55584,0,0.07862562763154932,27936,5,327368,355304,343850,75b8f53ab0ba4b12d7593d0919d41718ebe4b8f324657522e59e05afcfba9228,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-cc13b0ee18d24336b6583e21ca7a3864/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-cc13b0ee18d24336b6583e21ca7a3864/official_result.json.gz
case_065,3,5,validation,strong,13,wcc_task_2_mv_complement_batch2,17969,27936,344138,316202,27936,0,0.0008789706277315233,288,3,327368,327656,343850,e875af36dec632ff86aa6168da25b8f6ba9735ea7d23e3c0b06b4a2e620f594e,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-1b4801ce68374f43b61fd57e579e05ac/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-1b4801ce68374f43b61fd57e579e05ac/official_result.json.gz
case_065,3,5,validation,strong,14,wcc_unrestricted_interleave_w8_complement_earliest_start,8475,55584,371786,316202,55584,0,0.07862562763154932,27936,5,327368,355304,343850,f77c05d266fafe50206938cf37b2ad04d107686cd876f62410f7b74d4042c325,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-6016899211b647b2a9c326aa3a26bb92/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-6016899211b647b2a9c326aa3a26bb92/official_result.json.gz
case_065,3,5,validation,strong,15,wcc_start1_affinity_a5_per_core_w15,11519,55728,371930,316202,55728,0,0.001215367648713736,432,5,355016,355448,371498,90d570f0e608c0c938b5fa8df70330b060c5e3fa4a90b6fc3c165b69e7fe3663,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-2bc21293b237486cb45dd01d2549e3f1/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-2bc21293b237486cb45dd01d2549e3f1/official_result.json.gz
case_065,3,5,validation,strong,16,wcc_protected_interleave_v2_w2_complement_memory_tie,8577,55584,371786,316202,55584,0,0.05268727624794542,18720,5,336584,355304,353066,15e1b24077cfba77fb2ff7dfe3cbe653629c460c751e7c45e6fc055e28378767,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/strong/prefix/evaluations/attempts/20260926T000919-81898d34940947acbb808fbcc4708f85/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/strong/prefix/evaluations/attempts/20260926T000919-81898d34940947acbb808fbcc4708f85/official_result.json.gz
case_046,3,5,development,strong,1,wcc_start0_simple_a5_per_core_lpt_mv,108388,5013664,6075136,1061472,3721600,1292064,0.3023482428115016,1816992,5,4192608,6009600,4258144,109583c3a5f373f88a5287eefd1ed4380d243285e68d9a87d173018d5714daac,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000915-cdedb402870b4cbe965c2e1357b41abe/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000915-cdedb402870b4cbe965c2e1357b41abe/official_result.json.gz
case_046,3,5,development,strong,2,wcc_start0_simple_a1_per_core_lpt_mv,244994,3176288,4237760,1061472,0,3176288,0.7530304668077024,3120992,1,1023584,4144576,1116768,2a00b3c46644bd07ebf0e92a0cb45ae3f58f486edca6a9a60159350c38215d16,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000915-6d7c065ff15444fc983c9cab6052ceb0/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000915-6d7c065ff15444fc983c9cab6052ceb0/official_result.json.gz
case_046,3,5,development,strong,3,wcc_protected_interleave_v2_reencode_control,108388,5013664,6075136,1061472,3721600,1292064,0.3023482428115016,1816992,5,4192608,6009600,4258144,1c9fc11637bae5f10bbea6476821e2bb3cba46a52497374cc3210cdbb64d70d6,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000915-6b81dc4500154ff786c3f48e684a2d8f/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000915-6b81dc4500154ff786c3f48e684a2d8f/official_result.json.gz
case_046,3,5,development,strong,4,wcc_protected_interleave_v2_w2_base_earliest_start,92391,3721600,4783072,1061472,3721600,0,0.008506135406279888,40128,5,4677408,4717536,4742944,dab26692b669be4a1e7528e97cba29998fe10e4989dbeb445c3c25904eb903c2,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000916-e03a2f096c394d0f95e05fc93765cc4b/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000916-e03a2f096c394d0f95e05fc93765cc4b/official_result.json.gz
case_046,3,5,development,strong,5,wcc_start0_simple_a5_per_component_lpt_mv,108388,5013664,6075136,1061472,3721600,1292064,0.3023482428115016,1816992,5,4192608,6009600,4258144,4dde98c94fe661b47bf23d552e74bdf068e95fba0cfd50972dd605628ee0221a,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000916-1c8184cc74d64977b5a53f698b565bd2/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000916-1c8184cc74d64977b5a53f698b565bd2/official_result.json.gz
case_046,3,5,development,strong,6,wcc_unrestricted_interleave_w2_complement_memory_tie,92391,3721600,4783072,1061472,3721600,0,0.008506135406279888,40128,5,4677408,4717536,4742944,764109d2db86b897e0a52ea3126f3d18e61b37c0e7f9bb71ed04dc5d3f4589b5,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000916-1be7188dd7044be1a8fc469cf5f42c10/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000916-1be7188dd7044be1a8fc469cf5f42c10/official_result.json.gz
case_046,3,5,development,strong,7,wcc_start0_simple_a4_per_core_lpt_mv,105932,4513952,5575424,1061472,2791200,1722752,0.3126655206058635,1722752,4,3787136,5509888,3852672,e146362a3023684288bfe978cabcd6e366f96f207b9a9132bb4927b04b76f019,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000917-0624f0b7e8074aff9b027ecb84ac1862/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000917-0624f0b7e8074aff9b027ecb84ac1862/official_result.json.gz
case_046,3,5,development,strong,8,wcc_protected_interleave_v2_reencode_control,105932,4513952,5575424,1061472,2791200,1722752,0.3126655206058635,1722752,4,3787136,5509888,3852672,6b6235e70154e4ffafb611daca7e709b24a2b535dc1686a4b529f20f2bcefa1d,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000917-a0406ec32d42443a869d8274e9255d68/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000917-a0406ec32d42443a869d8274e9255d68/official_result.json.gz
case_046,3,5,development,strong,9,wcc_task_2_mv_complement_batch2,121494,4021280,5082752,1061472,1860800,2160480,0.4306133122432839,2160480,3,2856736,5017216,2922272,dd2103bae838aa4cae077ffe2bf96ebd2b7430859d4b4934f546fbb0b8907365,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000917-e47e99509786439bb534e65e4e8e1173/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000917-e47e99509786439bb534e65e4e8e1173/official_result.json.gz
case_046,3,5,development,strong,10,wcc_protected_interleave_v2_w2_base_earliest_start,77846,2791200,3852672,1061472,2791200,0,0.0,0,4,3787136,3787136,3852672,17de965ca90e6154a56d0ba2fb794e1e3036bff37941d008787f5ada0a537e7f,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-97ad00412ba542899f58ec36995d6755/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-97ad00412ba542899f58ec36995d6755/official_result.json.gz
case_046,3,5,development,strong,11,wcc_task_1_mv_complement_batch2,137552,3521632,4583104,1061472,930400,2591232,0.573590037825662,2591232,2,1926336,4517568,1991872,ec41b79757ce0d302af6f2ce3a13566aa3d0e9ac1dff379b30ff2e985e53a6be,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-2f8c4aedbb9b4292935f9bc4a608ddf3/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-2f8c4aedbb9b4292935f9bc4a608ddf3/official_result.json.gz
case_046,3,5,development,strong,12,wcc_unrestricted_interleave_w2_complement_memory_tie,77846,2791200,3852672,1061472,2791200,0,0.0,0,4,3787136,3787136,3852672,9ac1c2722236ae9e6422741454c1e09bd6e295ebde48ceb535e2d54b32e85e10,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-1bc582b680b14baba02960a2e29fe2b7/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-1bc582b680b14baba02960a2e29fe2b7/official_result.json.gz
case_046,3,5,development,strong,13,wcc_start0_simple_a3_per_core_lpt_mv,121494,4021280,5082752,1061472,1860800,2160480,0.4306133122432839,2160480,3,2856736,5017216,2922272,37cc782d2e21880ae72059234254c39233b4ee90c9b3226c0687a563aba8879c,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-546928804f60416598dccf6f9be8073b/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000918-546928804f60416598dccf6f9be8073b/official_result.json.gz
case_046,3,5,development,strong,14,wcc_start0_simple_a4_per_component_lpt_mv,105932,4513952,5575424,1061472,2791200,1722752,0.3126655206058635,1722752,4,3787136,5509888,3852672,d6907ac459c51ddfb260b5d060343c7cea3bf970645382e140cf95559a82788a,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000919-70b397e2d53a46dc81a97fde54dac150/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000919-70b397e2d53a46dc81a97fde54dac150/official_result.json.gz
case_046,3,5,development,strong,15,wcc_start0_simple_a2_per_component_lpt_mv,137552,3521632,4583104,1061472,930400,2591232,0.573590037825662,2591232,2,1926336,4517568,1991872,05c85d7a890bfd36d02dbe90b12f0bc3fd15d7471604621bc5a1d3050d31c38d,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000919-2a1b695ff7e3430095efea21dfc628ea/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000919-2a1b695ff7e3430095efea21dfc628ea/official_result.json.gz
case_046,3,5,development,strong,16,wcc_start0_simple_a3_per_component_lpt_mv,121494,4021280,5082752,1061472,1860800,2160480,0.4306133122432839,2160480,3,2856736,5017216,2922272,4e45a3bd8d47240a2ee3a1840abf3c7a93e746b395560adf933da15b6843d52d,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000919-334ea2637531463f84bed1268cc520ad/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/strong/prefix/evaluations/attempts/20260926T000919-334ea2637531463f84bed1268cc520ad/official_result.json.gz
case_065,3,5,validation,joint,13,region_observed_order_control,8334,55584,371786,316202,55584,0,0.10456397901515323,37152,5,318152,355304,334634,e5e7b82bc66a3eda298d3766a20ffe4b73559bf075e2dd4ee1dfb9e9f46924ee,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/joint/evaluations/attempts/20260926T000918-724e33f1ae2c4d969113286fac7bfc3c/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/joint/evaluations/attempts/20260926T000918-724e33f1ae2c4d969113286fac7bfc3c/official_result.json.gz
case_065,3,5,validation,joint,14,lifetime_w8_b0.5,8334,55584,371786,316202,55584,0,0.10456397901515323,37152,5,318152,355304,334634,df50d0620b56ef3bd84dd82702f387ff083aed4857635a4f78316619716d44ce,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/joint/evaluations/attempts/20260926T000919-8ebddb22478541ce8d006474edd6c898/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/joint/evaluations/attempts/20260926T000919-8ebddb22478541ce8d006474edd6c898/official_result.json.gz
case_065,3,5,validation,joint,15,trace_r00_00_hot_pipe_single_move,8424,64800,381002,316202,64800,0,0.10322523283469293,37152,5,322760,359912,343850,a4fed7f213617fbf7057fb1617f32075a9b5637105915a0f6675340569e34a1c,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/joint/evaluations/attempts/20260926T000919-4eed3c47b2a946fa844b79bdb230bb6a/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/joint/evaluations/attempts/20260926T000919-4eed3c47b2a946fa844b79bdb230bb6a/official_result.json.gz
case_065,3,5,validation,joint,16,wcc_protected_interleave_v2_reencode_control,9975,55440,371642,316202,55440,0,0.03932875323797725,13968,5,341192,355160,357674,5555f95dca1a64ff3958a7baf8aa7df139ee578979b6d8e0fd33dc1416e6a4d2,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/joint/evaluations/attempts/20260926T000920-89c0cec362aa4cc7ab701715788d3855/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p3_n5/joint/evaluations/attempts/20260926T000920-89c0cec362aa4cc7ab701715788d3855/official_result.json.gz
case_012,2,5,validation,strong,1,wcc_start0_simple_a5_per_core_lpt_mv,14300,49536,604434,554898,49536,0,,0,5,,,604434,e6eb95d7fa70e6f0d9a1782c9f84ac674cff2ae1871c8ea3054967499fdfd4b8,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_012/p2_n5/strong/prefix/evaluations/attempts/20260926T000915-9104594e946d4c63bc194e18a41913d8/plan.json,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_012/p2_n5/strong/prefix/evaluations/attempts/20260926T000915-9104594e946d4c63bc194e18a41913d8/official_result.json.gz
