case,problem,cores,method,status,effective_method,makespan,logical_calls,new_calls,elapsed_seconds,stop_reason,failed_calls,timeout_calls,generation_errors,summary_path,error
case_062,3,5,component_wcc,success,component_wcc,2854809,1,0,0.17661254107952118,candidate_pools_exhausted,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_062/p3_n5/component_wcc/summary.json,
case_079,2,5,component_wcc,success,component_wcc,6023990,12,6,33.11065699998289,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_079/p2_n5/component_wcc/summary.json,
case_054,3,5,routed,success,staged,356338,12,0,4.816110417013988,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_054/p3_n5/routed/summary.json,
case_087,2,5,routed,success,component_wcc,800842,12,4,43.38304379105102,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_087/p2_n5/routed/summary.json,
case_004,2,5,staged,success,staged,83567,12,6,1.0658566249767318,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_004/p2_n5/staged/summary.json,
case_053,2,5,component_wcc,success,component_wcc,418489,12,6,16.861068708007224,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_053/p2_n5/component_wcc/summary.json,
case_008,3,5,routed,success,component_wcc,55855,12,6,1.0547059579985216,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_008/p3_n5/routed/summary.json,
case_062,2,5,staged,success,staged,691726,12,9,42.07273516699206,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_062/p2_n5/staged/summary.json,
case_004,2,5,component_wcc,success,component_wcc,83319,12,0,0.2086787080625072,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_004/p2_n5/component_wcc/summary.json,
case_098,3,5,component_wcc,success,component_wcc,89756,12,6,1.3495941669680178,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_098/p3_n5/component_wcc/summary.json,
case_008,3,5,staged,success,staged,55981,12,1,0.4185822909930721,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_008/p3_n5/staged/summary.json,
case_087,2,5,component_wcc,success,component_wcc,800842,12,0,12.858476542052813,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_087/p2_n5/component_wcc/summary.json,
case_078,2,5,staged,success,staged,491076,12,6,1.6087087501073256,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_078/p2_n5/staged/summary.json,
case_063,3,5,component_wcc,success,component_wcc,1070397,1,0,0.09782304090913385,candidate_pools_exhausted,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_063/p3_n5/component_wcc/summary.json,
case_063,2,5,component_wcc,success,component_wcc,1070397,1,0,0.06379337492398918,candidate_pools_exhausted,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_063/p2_n5/component_wcc/summary.json,
case_063,3,5,routed,success,staged,250837,12,3,3.819376708008349,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_063/p3_n5/routed/summary.json,
case_098,3,5,staged,success,staged,63220,12,0,0.36202833300922066,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_098/p3_n5/staged/summary.json,
case_062,2,5,component_wcc,success,component_wcc,2854809,1,0,0.17334045900497586,candidate_pools_exhausted,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_062/p2_n5/component_wcc/summary.json,
case_079,2,5,routed,success,component_wcc,6023990,12,0,7.04905795911327,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_079/p2_n5/routed/summary.json,
case_004,3,5,routed,success,component_wcc,83319,12,8,1.2689849160378799,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_004/p3_n5/routed/summary.json,
case_079,3,5,component_wcc,success,component_wcc,6024541,12,8,38.23343833303079,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_079/p3_n5/component_wcc/summary.json,
case_053,2,5,staged,success,staged,461695,12,6,14.833962292061187,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_053/p2_n5/staged/summary.json,
case_004,3,5,staged,success,staged,82161,12,6,1.0985176250105724,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_004/p3_n5/staged/summary.json,
case_008,2,5,staged,success,staged,55981,12,0,0.28406375006306916,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_008/p2_n5/staged/summary.json,
case_066,2,5,component_wcc,success,component_wcc,219583,12,4,5.4161268749739975,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_066/p2_n5/component_wcc/summary.json,
case_079,3,5,staged,success,staged,6023112,12,6,33.04724891600199,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_079/p3_n5/staged/summary.json,
case_053,3,5,component_wcc,success,component_wcc,418489,12,0,3.9929619169561192,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_053/p3_n5/component_wcc/summary.json,
case_040,2,5,staged,success,staged,100854,12,8,3.4349621669389307,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_040/p2_n5/staged/summary.json,
case_079,3,5,routed,success,component_wcc,6024541,12,0,7.835446250042878,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_079/p3_n5/routed/summary.json,
case_008,3,5,component_wcc,success,component_wcc,55855,12,0,0.289254582952708,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_008/p3_n5/component_wcc/summary.json,
case_040,2,5,component_wcc,success,component_wcc,104200,12,4,3.328355166944675,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_040/p2_n5/component_wcc/summary.json,
case_078,2,5,component_wcc,success,component_wcc,511983,12,0,0.24152037501335144,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_078/p2_n5/component_wcc/summary.json,
case_062,3,5,staged,success,staged,690990,12,3,17.522446166956797,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_062/p3_n5/staged/summary.json,
case_087,3,5,component_wcc,success,component_wcc,794423,12,6,57.191798624931835,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_087/p3_n5/component_wcc/summary.json,
case_008,2,5,routed,success,component_wcc,55855,12,0,0.21273933292832226,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_008/p2_n5/routed/summary.json,
case_087,3,5,routed,success,component_wcc,794423,12,6,56.00679316697642,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_087/p3_n5/routed/summary.json,
case_098,2,5,routed,success,staged,47834,12,0,0.3505743750138208,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_098/p2_n5/routed/summary.json,
case_066,2,5,staged,success,staged,145243,12,0,1.4499531670007855,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_066/p2_n5/staged/summary.json,
case_063,3,5,staged,success,staged,250837,12,0,0.9461311659542844,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_063/p3_n5/staged/summary.json,
case_053,2,5,routed,success,component_wcc,418489,12,0,4.125344084110111,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_053/p2_n5/routed/summary.json,
case_078,3,5,component_wcc,success,component_wcc,511983,12,8,1.313105292036198,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_078/p3_n5/component_wcc/summary.json,
case_062,2,5,routed,success,staged,691726,12,0,2.2165846249554306,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_062/p2_n5/routed/summary.json,
case_079,2,5,staged,success,staged,6023990,12,2,16.591297624981962,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_079/p2_n5/staged/summary.json,
case_040,3,5,staged,success,staged,93482,12,0,0.8238930420484394,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_040/p3_n5/staged/summary.json,
case_054,2,5,staged,success,staged,318908,12,8,37.1316078749951,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_054/p2_n5/staged/summary.json,
case_054,2,5,routed,success,staged,318908,12,1,7.688195666996762,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_054/p2_n5/routed/summary.json,
case_078,3,5,staged,success,staged,468009,12,6,1.7353986249072477,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_078/p3_n5/staged/summary.json,
case_066,3,5,routed,success,staged,143844,12,6,8.835378624964505,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_066/p3_n5/routed/summary.json,
case_040,3,5,component_wcc,success,component_wcc,104152,12,6,2.9958999999798834,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_040/p3_n5/component_wcc/summary.json,
case_004,3,5,component_wcc,success,component_wcc,83319,12,0,0.22604624996893108,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_004/p3_n5/component_wcc/summary.json,
case_040,2,5,routed,success,staged,100854,12,0,0.7701580420834944,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_040/p2_n5/routed/summary.json,
case_062,3,5,routed,success,staged,690990,12,0,2.67471004195977,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_062/p3_n5/routed/summary.json,
case_054,2,5,component_wcc,success,component_wcc,461144,12,4,20.005532582988963,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_054/p2_n5/component_wcc/summary.json,
case_053,3,5,staged,success,staged,461695,12,6,17.010680665960535,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_053/p3_n5/staged/summary.json,
case_066,3,5,staged,success,staged,143844,12,0,1.605749083100818,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_066/p3_n5/staged/summary.json,
case_063,2,5,staged,success,staged,208430,12,9,10.252878832980059,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_063/p2_n5/staged/summary.json,
case_063,2,5,routed,success,staged,208430,12,0,0.7796366250840947,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_063/p2_n5/routed/summary.json,
case_078,3,5,routed,success,component_wcc,511983,12,0,0.17038450005929917,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_078/p3_n5/routed/summary.json,
case_098,2,5,component_wcc,success,component_wcc,89756,12,4,0.9649927091086283,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23结构验证_v1/case_098/p2_n5/component_wcc/summary.json,
