group,case,problem,num_cores,policy,before,after,logical_calls,new_calls,failed_calls,elapsed_seconds,generation_seconds,stop_reason,status,summary_path,reduction_pct
开发,case_074,2,5,data,331744,331552,12,11,0,10.825273750000633,6.372346375952475,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮开发_v1/slots/case_074/p2_n5/data/summary.json,0.0578759525417194
开发,case_090,2,5,region,260978,260978,12,12,0,2.7190411249175668,0.2174395009642467,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮开发_v1/slots/case_090/p2_n5/region/summary.json,0.0
开发,case_090,2,5,data,260978,257706,12,11,0,4.694698499981314,2.3465190827846527,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮开发_v1/slots/case_090/p2_n5/data/summary.json,1.2537455264428399
开发,case_074,3,5,data,326680,326680,12,11,0,11.751345125027001,6.5641907919198275,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮开发_v1/slots/case_074/p3_n5/data/summary.json,0.0
开发,case_090,3,5,region,194679,194679,12,12,0,2.6377691249363124,0.21156191697809845,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮开发_v1/slots/case_090/p3_n5/region/summary.json,0.0
开发,case_090,3,5,data,194679,194679,12,11,0,3.519566500093788,1.6648529999656603,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮开发_v1/slots/case_090/p3_n5/data/summary.json,0.0
验证,case_031,2,5,legacy,304955,304699,12,12,0,8.443171125021763,0.24949083395767957,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_031/p2_n5/legacy/summary.json,0.08394681182469776
验证,case_031,2,5,region,304955,302426,12,12,0,10.203321457956918,0.8001682501053438,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_031/p2_n5/region/summary.json,0.829302684002553
验证,case_031,3,5,legacy,304955,304955,12,9,0,8.170084499986842,1.0977678748313338,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_031/p3_n5/legacy/summary.json,0.0
验证,case_031,2,5,data,304955,300911,12,11,0,16.77441920794081,7.770961250178516,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_031/p2_n5/data/summary.json,1.326097293043238
验证,case_031,3,5,region,304955,302426,12,12,0,12.122762042097747,0.8997959998669103,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_031/p3_n5/region/summary.json,0.829302684002553
验证,case_046,2,5,legacy,77211,77190,12,12,0,1.9018445829860866,0.09130854206159711,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_046/p2_n5/legacy/summary.json,0.02719819714807059
验证,case_046,2,5,region,77211,77211,12,12,0,1.9714267499512061,0.14334458287339658,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_046/p2_n5/region/summary.json,0.0
验证,case_046,2,5,data,77211,76824,12,11,0,2.200178000028245,0.5003862510202453,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_046/p2_n5/data/summary.json,0.5012239188716627
验证,case_046,3,5,legacy,73405,72576,12,12,0,2.2541019580094144,0.4061657078564167,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_046/p3_n5/legacy/summary.json,1.1293508616579295
验证,case_046,3,5,region,73405,71850,12,11,0,1.8741012919927016,0.2186106260633096,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_046/p3_n5/region/summary.json,2.1183843062461682
验证,case_046,3,5,data,73405,62490,12,11,0,2.1816676249727607,0.4958747911732644,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_046/p3_n5/data/summary.json,14.869559294325995
验证,case_031,3,5,data,304955,300911,12,11,0,18.788734458037652,8.808982208021916,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_031/p3_n5/data/summary.json,1.326097293043238
验证,case_060,2,5,legacy,164455,164455,12,10,0,7.911369749926962,0.5105933329323307,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_060/p2_n5/legacy/summary.json,0.0
验证,case_060,2,5,region,164455,164455,12,12,0,10.781640209024772,0.6671095000347123,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_060/p2_n5/region/summary.json,0.0
验证,case_060,3,5,legacy,160258,160215,12,11,0,9.338959667016752,1.9344096669228747,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_060/p3_n5/legacy/summary.json,0.026831733829202342
验证,case_060,3,5,region,160258,160246,12,12,0,10.14950287505053,0.9412187499692664,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_060/p3_n5/region/summary.json,0.007487925719773525
验证,case_060,2,5,data,164455,161964,12,11,0,24.9224868749734,17.79478887503501,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_060/p2_n5/data/summary.json,1.5147000699279434
验证,case_083,2,5,legacy,184594,184594,12,12,0,4.905058457981795,0.3449727079132572,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_083/p2_n5/legacy/summary.json,0.0
验证,case_083,2,5,region,184594,177486,12,12,0,5.40739587508142,0.7386329170549288,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_083/p2_n5/region/summary.json,3.850612695970612
验证,case_083,2,5,data,184594,184594,12,11,0,6.837349875015207,2.427930083940737,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_083/p2_n5/data/summary.json,0.0
验证,case_083,3,5,legacy,184594,184594,12,11,0,5.319768999936059,1.0351535419467837,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_083/p3_n5/legacy/summary.json,0.0
验证,case_060,3,5,data,160258,153776,12,10,0,24.561351499985904,17.704866834101267,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_060/p3_n5/data/summary.json,4.04472787629947
验证,case_083,3,5,region,184594,173276,12,12,0,5.446556665934622,0.7509195000166073,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_083/p3_n5/region/summary.json,6.131293541501892
验证,case_083,3,5,data,184594,184594,12,11,0,6.527320208027959,2.3602769998833537,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮验证_v1/slots/case_083/p3_n5/data/summary.json,0.0
P1扩展,case_009,1,5,joint,83830,81068,12,12,0,11.516137916012667,2.335624333936721,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮P1扩展_v1/slots/case_009/p1_n5/joint/summary.json,3.294763211260887
P1扩展,case_044,1,5,joint,96349,96349,0,0,0,0.28504004096612334,0.26852437492925674,neighborhood_exhausted,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮P1扩展_v1/slots/case_044/p1_n5/joint/summary.json,0.0
P1扩展,case_066,1,5,joint,199028,125828,12,12,0,18.443599292077124,3.909092666930519,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮P1扩展_v1/slots/case_066/p1_n5/joint/summary.json,36.778744699238295
P1扩展,case_071,1,5,joint,11491,9628,12,12,0,2.2391211250796914,0.4940079170046374,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮P1扩展_v1/slots/case_071/p1_n5/joint/summary.json,16.212688190757984
定向续搜,case_011,2,5,region,41030,40803,12,11,0,1.7200018330477178,0.20756637607701123,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮定向续搜_v1/slots/case_011/p2_n5/region/summary.json,0.55325371679259
定向续搜,case_011,3,5,region,41013,39510,12,11,0,1.7257118750130758,0.20599758287426084,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮定向续搜_v1/slots/case_011/p3_n5/region/summary.json,3.6646916831248655
定向续搜,case_046,2,5,data,76824,76824,12,9,0,1.5057531670900062,0.2681075419532135,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮定向续搜_v1/slots/case_046/p2_n5/data/summary.json,0.0
定向续搜,case_046,3,5,data,62490,62046,12,12,0,1.9266955410130322,0.2697882920037955,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮定向续搜_v1/slots/case_046/p3_n5/data/summary.json,0.7105136821891511
定向续搜,case_018,2,5,data,202434,201731,12,11,0,9.75821870798245,6.3221923741512,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮定向续搜_v1/slots/case_018/p2_n5/data/summary.json,0.3472736793226461
定向续搜,case_060,2,5,data,161964,161681,12,9,0,19.08205429103691,13.374327791039832,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮定向续搜_v1/slots/case_060/p2_n5/data/summary.json,0.17473018695512987
定向续搜,case_071,1,5,joint,9628,9628,12,10,0,1.5194949579890817,0.16125525010284036,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮定向续搜_v1/slots/case_071/p1_n5/joint/summary.json,0.0
定向续搜,case_074,2,5,region,329684,327346,12,11,0,5.9005077090114355,1.0230112922145054,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮定向续搜_v1/slots/case_074/p2_n5/region/summary.json,0.7091639266691763
定向续搜,case_060,3,5,data,153776,153683,12,10,0,23.261981916963123,16.735703165875748,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮定向续搜_v1/slots/case_060/p3_n5/data/summary.json,0.06047757777546403
定向续搜,case_083,2,5,region,177486,174587,12,12,0,5.681301124976017,0.7437434159219265,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮定向续搜_v1/slots/case_083/p2_n5/region/summary.json,1.6333682656660242
定向续搜,case_083,3,5,region,173276,171099,12,12,0,5.739360917010345,0.7415594990598038,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮定向续搜_v1/slots/case_083/p3_n5/region/summary.json,1.2563771093515586
定向续搜,case_090,2,5,data,257706,240698,12,11,0,4.018675125087611,1.8490208332659677,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮定向续搜_v1/slots/case_090/p2_n5/data/summary.json,6.599768728706357
低核P1,case_066,1,3,joint,234251,160671,12,12,0,13.671278542024083,2.8749108749907464,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮低核P1_v1/slots/case_066/p1_n3/joint/summary.json,31.410751715040707
低核P1,case_066,1,4,joint,203497,134704,12,12,0,13.957421207916923,3.114554457948543,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮低核P1_v1/slots/case_066/p1_n4/joint/summary.json,33.80541236480145
低核数据,case_046,3,4,data,77208,58678,12,11,0,1.9498319579288363,0.4234823329607025,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮低核数据_v1/slots/case_046/p3_n4/data/summary.json,24.00010361620557
低核数据,case_046,3,3,data,92874,91054,12,12,0,3.0335084170801565,0.7241879169596359,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮低核数据_v1/slots/case_046/p3_n3/data/summary.json,1.9596442491978339
低核数据,case_060,3,3,data,298485,297940,12,12,0,22.82353100006003,15.105753834126517,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮低核数据_v1/slots/case_060/p3_n3/data/summary.json,0.18258873980266932
低核数据,case_060,3,4,data,226610,225156,12,12,0,25.40658929105848,16.98398716596421,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮低核数据_v1/slots/case_060/p3_n4/data/summary.json,0.6416309959842881
低核数据,case_090,2,3,data,320550,317582,12,12,0,5.041219000006095,1.4177215000381693,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮低核数据_v1/slots/case_090/p2_n3/data/summary.json,0.925908594603031
低核数据,case_090,2,4,data,290083,285675,12,12,0,5.9265999160707,2.2676084579434246,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索第十一轮低核数据_v1/slots/case_090/p2_n4/data/summary.json,1.5195650899914814
