case,problem,cores,variant,call,name,new_strategy,status,makespan,added_copy,evaluation_seconds,peak_rss,generation_seconds,accepted,record_path
case_025,3,5,baseline,7,op_seeded_priority_w100,False,success,1757008,85492224,21.777052104996983,518438912,0.037737300008302554,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_025/p3_n5/baseline/evaluations/attempts/20260925T205738-144294ede0e0431abb1a0f964840d659/record.json
case_025,3,5,baseline,8,op_stable_id_w025,False,success,1320342,20585472,9.404788422005367,319856640,0.04364026099210605,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_025/p3_n5/baseline/evaluations/attempts/20260925T205800-d92abadffa9a42269ffd2c32b71a2c58/record.json
case_025,3,5,v2,1,wcc_start0_simple_a5_per_core_lpt_mv,False,success,975282,110592,5.09082359400054,256442368,2.245062207002775,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_025/p3_n5/v2/evaluations/attempts/20260925T205701-16d3a07a3abe4e26bb965d536c6d8c15/record.json
case_025,3,5,v2,2,v2_p3_branch_s2_cache_window,True,success,974390,20585472,8.550383328009048,329179136,4.08766291498614,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_025/p3_n5/v2/evaluations/attempts/20260925T205710-bc68d00b54bb4111997d4f902c72f932/record.json
case_025,3,5,v2,3,op_critical_path_w100,False,success,2261842,92602368,15.570069053996122,510394368,2.9998308350041043,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_025/p3_n5/v2/evaluations/attempts/20260925T205722-0a49b49f239344bc91423e9e14d2c69d/record.json
case_025,3,5,v2,4,op_stable_id_w100,False,success,1264904,15478272,9.20246981800301,308854784,0.021627830996294506,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_025/p3_n5/v2/evaluations/attempts/20260925T205900-33346eb438f04849a49d0b8a21b40e93/record.json
case_025,3,5,v2,5,op_critical_path_w200,False,success,2262248,92602368,16.11967934400309,510648320,0.037106769988895394,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_025/p3_n5/v2/evaluations/attempts/20260925T205909-74536ff1d8a74cb2a0c5db257886d59e/record.json
case_025,3,5,v2,6,op_stable_id_w200,False,success,1193330,13673472,9.55256001300586,301064192,0.021084406995214522,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_025/p3_n5/v2/evaluations/attempts/20260925T205925-12bf4011436a4473ad5046abc5e137d0/record.json
case_025,3,5,v2,7,op_release_priority_w100,False,success,1933849,77552640,18.181920389004517,460210176,0.03986648299905937,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_025/p3_n5/v2/evaluations/attempts/20260925T205935-d8fecbe729a6406d80002be1e7dd4c23/record.json
case_043,1,5,baseline,1,wcc_start0_simple_a5_per_core_lpt_mv,False,success,269612,1062920,10.499975394996,128524288,1.1510070270014694,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/baseline/evaluations/attempts/20260925T210228-5c5864bba33d4d1ab706164100e21220/record.json
case_043,1,5,baseline,2,selective_whole_critical_path_x1_a3_eft,False,success,268776,2257920,11.855063261013129,128524288,1.9686648449860513,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/baseline/evaluations/attempts/20260925T210241-1f65c92f5c664fa49794f67cff133a09/record.json
case_043,1,5,baseline,3,selective_local_quantile_stable_id_x1_a3_eft,False,success,265168,3182298,3.2802062760019908,128524288,0.010663177992682904,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/baseline/evaluations/attempts/20260925T210252-f5a37c27d1f04a50b046c338ec75d4d0/record.json
case_043,1,5,baseline,4,selective_phase_band_critical_path_x1_a5_eft,False,success,232684,3965368,4.589938021003036,128524288,0.011143818992422894,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/baseline/evaluations/attempts/20260925T210256-21310237cd714e45a17e662782d68eb2/record.json
case_043,1,5,baseline,5,selective_whole_critical_path_x1_a5_eft,False,success,269610,2257920,10.650655074001406,128524288,0.010504323989152908,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/baseline/evaluations/attempts/20260925T210300-7356c6a820914fffab4f97076cb71825/record.json
case_043,1,5,baseline,6,selective_local_quantile_stable_id_x1_a5_eft,False,success,266510,3182298,3.08146606599621,128524288,0.008599232998676598,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/baseline/evaluations/attempts/20260925T210311-2776a6ddc7324c7e9ba3759715125451/record.json
case_043,1,5,baseline,7,selective_phase_band_stable_id_x1_a5_eft,False,success,232684,3965368,3.4329087500082096,128524288,0.010662261003744788,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/baseline/evaluations/attempts/20260925T210314-5dbd4f7c3905435a89d81cfa1c7fcc81/record.json
case_043,1,5,baseline,8,selective_local_quantile_stable_id_x1_a5_balanced,False,success,268439,3182298,2.9304916450055316,128524288,0.009104034004849382,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/baseline/evaluations/attempts/20260925T210318-e45bd62d7ade495dbe20f24a9a5f7ec5/record.json
case_043,1,5,v2,1,wcc_start0_simple_a5_per_core_lpt_mv,False,success,269612,1062920,11.705328800002462,133304320,1.232130924006924,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210250-b810d5370d654a54a2c9760661a79d8c/record.json
case_043,1,5,v2,2,v2_p1_affinity_s2_critical,True,success,261339,6817834,5.0883134759933455,133304320,0.17075149100855924,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210302-0d200cf2daef417b852b7142c6647339/record.json
case_043,1,5,v2,3,selective_whole_critical_path_x1_a3_eft,False,success,268776,2257920,10.900441791993217,133304320,2.013738164008828,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210309-7fefeb1625cd4f57899569cf5e07895f/record.json
case_043,1,5,v2,4,v2_p1_wavefront_s2_critical,True,success,258721,6884394,4.788214751999476,133304320,0.2615749520045938,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210320-41beb4aaa53449d1b3243c05ca1f25b5/record.json
case_043,1,5,v2,5,v2_p1_branch_s2_critical,True,success,355183,13014246,12.356510853001964,140697600,0.17093842300528195,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210325-6b460ffaa98d4d8f9c9019fa8e29612c/record.json
case_043,1,5,v2,6,v2_p1_affinity_s4_critical,True,success,336555,6980010,6.239000352012226,133304320,0.23442964899004437,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210337-6552dd6951b6457f901ac811a172595e/record.json
case_043,1,5,v2,7,v2_p1_wavefront_s4_critical,True,success,342076,7487078,5.890229114011163,133304320,0.41705683698819485,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210344-0b1536178cae425c913486dbb55d1256/record.json
case_043,1,5,v2,8,v2_p1_wavefront_s1_critical,True,success,261339,6817834,5.086771774003864,133304320,0.2536529529897962,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210351-07a8db14528a47c0a60f58e2d9eb0846/record.json
case_043,2,5,baseline,1,wcc_start0_simple_a5_per_core_lpt_mv,False,success,269612,1062920,1.7280907850072253,135274496,1.2148883810004918,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/baseline/evaluations/attempts/20260925T210250-f44ee656f24c46e299456e1fd52fd383/record.json
case_043,2,5,baseline,2,op_critical_path_w100,False,success,369469,17241682,5.838508131011622,193679360,1.3259926849859767,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/baseline/evaluations/attempts/20260925T210253-5ad34b58072a4dd58293b47630d6f7ec/record.json
case_043,2,5,baseline,3,op_stable_id_w100,False,success,406646,8194480,3.1837766750104493,157843456,0.013606744993012398,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/baseline/evaluations/attempts/20260925T210259-1bec35fc6a8742c09699eb0d02293dfb/record.json
case_043,2,5,baseline,4,op_critical_path_w200,False,success,320711,14873588,4.283920476009371,182521856,0.01835519800079055,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/baseline/evaluations/attempts/20260925T210303-91e56cb65cdf4c29b7dcd790eff8c7be/record.json
case_043,2,5,baseline,5,op_stable_id_w200,False,success,232981,6691004,2.7815615559957223,148664320,0.01061244601442013,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/baseline/evaluations/attempts/20260925T210307-b1f70a2001b441f89ee7e6db8a066ae2/record.json
case_043,2,5,baseline,6,op_release_priority_w100,False,success,364024,16750526,4.685087329999078,194928640,0.018932132996269502,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/baseline/evaluations/attempts/20260925T210310-fe109e40370542df8b2af0b65084122e/record.json
case_043,2,5,baseline,7,op_seeded_priority_w100,False,success,359885,13856020,4.233040176011855,181043200,0.0139446769899223,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/baseline/evaluations/attempts/20260925T210314-741a73c586964d0fb3e2e9652d99a551/record.json
case_043,2,5,baseline,8,op_critical_path_w025,False,success,412106,19058742,4.986032914996031,210690048,0.02190850200713612,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/baseline/evaluations/attempts/20260925T210319-d54b008273874b3ab576d31b6653435c/record.json
case_043,2,5,v2,1,wcc_start0_simple_a5_per_core_lpt_mv,False,success,269612,1062920,1.677320721995784,130093056,1.175687683004071,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210251-2896069f21344b3da91d767d6c3a0266/record.json
case_043,2,5,v2,2,v2_p2_affinity_s2_residency,True,success,242153,3249550,2.129264602001058,130093056,0.2720078099955572,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210253-76dde0f158c9422fbc9b14e1e2d4a238/record.json
case_043,2,5,v2,3,op_critical_path_w100,False,success,369469,17241682,5.140689407999162,193835008,2.0016036000015447,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210257-02cc371707a64a9f8a839a89af6b0c0e/record.json
case_043,2,5,v2,4,v2_p2_affinity_s2_critical,True,success,257767,3804992,2.229533469013404,130093056,0.15825559398217592,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210302-653993edd2e843bb9e6292beb5909906/record.json
case_043,2,5,v2,5,v2_p2_wavefront_s2_residency,True,success,228292,3701440,2.0272295370086795,130093056,0.3413616889883997,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210305-561680033b90448b88f246111c8fa616/record.json
case_043,2,5,v2,6,v2_p2_wavefront_s2_critical,True,success,250651,3597652,2.028432041988708,130093056,0.17813727901375387,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210307-1dba533d7a764e149fe7dca3bfd448c4/record.json
case_043,2,5,v2,7,v2_p2_branch_s2_residency,True,success,226361,8101142,2.97963250700559,153735168,0.3454421309870668,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210309-9998d94beef6440f861aea77ff6f9f32/record.json
case_043,2,5,v2,8,v2_p2_branch_s2_critical,True,success,242308,8763212,2.981626941997092,155631616,0.29878687200834975,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210313-0177585e3c9447b988b357fbca7e5821/record.json
case_043,3,5,baseline,1,wcc_start0_simple_a5_per_core_lpt_mv,False,success,269612,1062920,1.7766051019862061,130093056,1.2190806070138933,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p3_n5/baseline/evaluations/attempts/20260925T210317-a2596d79face41528e87b023c3bdb173/record.json
case_043,3,5,baseline,2,op_critical_path_w100,False,success,328791,17241682,4.5853740570019,193724416,1.305426084989449,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p3_n5/baseline/evaluations/attempts/20260925T210320-9ea5ce3877f44d819ebe5603dbda61c5/record.json
case_043,3,5,baseline,3,op_stable_id_w100,False,success,396187,8194480,3.337658062009723,157622272,0.012193464994197711,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p3_n5/baseline/evaluations/attempts/20260925T210325-b99abbfb032a4da1818dd8da7a0d231b/record.json
case_043,3,5,baseline,4,op_critical_path_w200,False,success,284788,14873588,4.9396965189953335,182603776,0.022047332997317426,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p3_n5/baseline/evaluations/attempts/20260925T210328-1a2c134badd14d81918a3342ee2c9b34/record.json
case_043,3,5,baseline,5,op_stable_id_w200,False,success,225659,6691004,3.133425994994468,148795392,0.010756077012047172,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p3_n5/baseline/evaluations/attempts/20260925T210333-b20a69747dc4441b85ce5bf4fc58d03f/record.json
case_043,3,5,baseline,6,op_release_priority_w100,False,success,324783,16750526,5.688857844012091,194953216,0.020521819984423928,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p3_n5/baseline/evaluations/attempts/20260925T210336-22fa2796a4ba4d788729461c4c103850/record.json
case_043,3,5,baseline,7,op_seeded_priority_w100,False,success,327703,13856020,6.045891818997916,181096448,0.01679710099415388,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p3_n5/baseline/evaluations/attempts/20260925T210342-88e2cb27062e4d159733cc553e8c951b/record.json
case_043,3,5,baseline,8,op_critical_path_w025,False,success,369859,19058742,5.336972261007759,210780160,0.027812891989015043,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p3_n5/baseline/evaluations/attempts/20260925T210348-401aedc3116f47569980dbc616012aa4/record.json
case_043,3,5,v2,1,wcc_start0_simple_a5_per_core_lpt_mv,False,success,269612,1062920,1.6307743460056372,128524288,1.1672750759898918,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_v1/slots/case_043/p3_n5/v2/evaluations/attempts/20260925T210322-1c99c15f6b3141bd8816f5a68fbbe905/record.json
