batch,case,problem,num_cores,seed,logical_call,stage,name,family,status,cache_hit,makespan,best_so_far,elapsed_seconds,record_path,plan_sha256
component_p2_seed17,case_001,2,3,17,3,component,wcc_task_2_mv_complement_batch2,whole_component_reference,success,True,78545,78545,0.00385262502823025,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164707-c05b1f3ccda142abb49b21fe4f4221da/record.json,63b4e64ccdd5c61fb046355fba9a1efaba1f58e3a1648ee5a71eec7d1a89140c
component_p2_seed17,case_001,2,3,17,4,component,wcc_start0_simple_a3_per_component_lpt_mv,whole_component_reference,success,True,78545,78545,0.004271166981197894,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164707-35c9b79ea914414ab5501e4afffea013/record.json,636726c30b9180714e2acab718a95ee5295b871648c5286f09e97a837e70f6f7
component_p2_seed17,case_001,2,3,17,5,component,wcc_task_1_mv_complement_batch2,whole_component_reference,success,False,116868,78545,0.24207358399871737,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164707-3bdd32b1110b4980a3e7bf377f30cc33/record.json,e35772ac35342abcf8124c371010583c7626e2a1ee24848e55b06b75564fe5ec
component_p2_seed17,case_001,2,3,17,6,component,wcc_task_1_mv_complement_batch4,whole_component_reference,success,False,116868,78545,0.2434651249786839,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164707-842eda9df1464a9aa04b538214c2b72b/record.json,17a53ae1a90d5eae328ff45f1813151df6eb6cc17d69e4dc848fc4ed6c6ff912
component_p2_seed17,case_001,2,3,17,7,component,wcc_start0_simple_a2_per_component_lpt_mv,whole_component_reference,success,False,116868,78545,0.2570748330326751,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164707-0e8b169e83df472182b1a3de5c258951/record.json,f088cc63f28aab763e48344dfc835a9aa271fcf407af9f310d52a5d3f346ea77
component_p2_seed17,case_001,2,3,17,8,component,wcc_task_2_mv_complement_batch4,whole_component_reference,success,False,78545,78545,0.23549724998883903,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164707-e281f70a0ee14a79a227aa99492681c2/record.json,b1331699fc94182e6e65786bac5462290224b802464c8d76ec96793d89a03de7
component_p2_seed17,case_001,2,3,17,9,component,wcc_start0_simple_a2_per_core_lpt_mv,whole_component_reference,success,False,116868,78545,0.24870337499305606,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164708-4d1ed31a233042fda485576b94d91444/record.json,b04b5c078b86659f8db86953f84c285a5dd53047d603dc4e7401d0f46ebb9e1e
component_p2_seed17,case_001,2,3,17,10,component,wcc_start0_simple_a1_per_component_lpt_mv,whole_component_reference,success,False,233110,78545,0.2889473750256002,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164708-c41a963efa72401a8cc6818d2a78c0ae/record.json,6a10447d5f1faa32df21c6bb26952e265f444acc8f5572dda50ada7cf9999713
component_p2_seed17,case_001,2,3,17,11,component,wcc_task_0_mv_complement_batch2,whole_component_reference,success,False,233110,78545,0.2943892090115696,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164708-6a6f83d94fac45198387da4c7c88b7ce/record.json,5d26cb288f12f310d2f25cd419b16af5f1b4efe38e97c7cc4023048f65ca9def
component_p2_seed17,case_001,2,3,17,12,component,wcc_task_0_mv_complement_batch4,whole_component_reference,success,False,233110,78545,0.29282987501937896,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164709-cdff8df3a28d45da9c70ee0a51bd74a4/record.json,33e2867ce970f0df7ce5f19dd4b1f54d484f77bd82c1bd5c4448e1056a983077
component_p2_seed17,case_001,2,4,17,1,component,wcc_start0_simple_a4_per_core_lpt_mv,whole_component_reference,success,True,58984,58984,0.019930750015191734,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164709-d02d39bf3db74f91aa41f6e2f9eddf83/record.json,2a677050dd5b46524f88e82bf343a8c05b6f68bab5c7ab944a62d3345871c45a
component_p2_seed17,case_001,2,4,17,2,component,wcc_start0_simple_a1_per_core_lpt_mv,whole_component_reference,success,True,233110,58984,0.004742207936942577,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164709-450b9275cf05412db1c18bcf2f2a4515/record.json,acd466c59fc676a6367af8215af05b2183e055d0388ae66b7eafc9f31813bf3c
component_p2_seed17,case_001,2,4,17,3,component,wcc_task_3_mv_complement_batch2,whole_component_reference,success,True,58984,58984,0.004196333000436425,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164709-83ec4a41bbfb40d68b7f3c2c859bf835/record.json,371d15ec53b1fef9fd2a714bed536b893b90bbc1e6fdfd053f2558b8357dce05
component_p2_seed17,case_001,2,4,17,4,component,wcc_start0_simple_a4_per_component_lpt_mv,whole_component_reference,success,True,58984,58984,0.004619125043973327,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164709-aa9531faafd64158a0c594bc44c716b6/record.json,16abdffe41e7d7c19d37eb1f73b88ad4bb87daf45b81bf8a1968e8e31bd34368
component_p2_seed17,case_001,2,4,17,5,component,wcc_task_2_mv_complement_batch2,whole_component_reference,success,False,78545,58984,0.23933604208286852,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164709-5d0c1a5562ad4a5f8f9cc913cc3c1c86/record.json,5bcae77e0779111b127b989299b68397efd70b0043781fbe43899bae51b4738c
component_p2_seed17,case_001,2,4,17,6,component,wcc_task_2_mv_complement_batch4,whole_component_reference,success,False,78545,58984,0.24530941701959819,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164709-d55d01a05a1a4e9397c748040251938b/record.json,cf5734e2c406af2a3a9dbb573b446d10a7c0f7911963e237d58d457b9ddb6cdf
component_p2_seed17,case_001,2,4,17,7,component,wcc_start0_simple_a2_per_component_lpt_mv,whole_component_reference,success,False,116868,58984,0.23902516602538526,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164710-b73b1ca89ef144dbaa7ad25b299203fd/record.json,dcf7c2d470e27ed3e1b7b9b11c904b2e45bbed8f9724696ebb51512c64a5a271
component_p2_seed17,case_001,2,4,17,8,component,wcc_start0_simple_a3_per_core_lpt_mv,whole_component_reference,success,False,78545,58984,0.2308771669631824,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164710-9d439c5282b54316bd153e94c315f730/record.json,74588ae707a924ef0ac7ffe312105f4bb964c64217202b3676c588b0db5ba61f
component_p2_seed17,case_001,2,4,17,9,component,wcc_task_3_mv_complement_batch4,whole_component_reference,success,False,58984,58984,0.246612541959621,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164710-bafca2dbe0ae4436b698d66cf0e5c2c4/record.json,4ff177cccb24c65107a46e3875dfc21fecce560bc256d26e0ca8fb0d873b1216
component_p2_seed17,case_001,2,4,17,10,component,wcc_start0_simple_a2_per_core_lpt_mv,whole_component_reference,success,False,116868,58984,0.23598879191558808,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164710-3883d6685a5a4ffb9c8f8c849d0fb9e1/record.json,1719d62725f9173e4c7aca7ea87b819b02d42fbd2b667d9f19edd1425aa51174
component_p2_seed17,case_001,2,4,17,11,component,wcc_start0_simple_a3_per_component_lpt_mv,whole_component_reference,success,False,78545,58984,0.2372104999376461,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164711-d5045351dff8445481741548757a17bf/record.json,81e92d4849fdf3c6ad0eaa0616f8f9e6930abd6218f4472935e27205162dc532
component_p2_seed17,case_001,2,4,17,12,component,wcc_task_1_mv_complement_batch2,whole_component_reference,success,False,116868,58984,0.24502808297984302,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164711-1c04129dbe76480ca3a89254807c59e6/record.json,d4df0b3a395e0e096aabada9f7cbd674c2a10cfae49cdd52e05aed4aece5b9ce
component_p2_seed17,case_001,2,4,17,13,component,wcc_task_1_mv_complement_batch4,whole_component_reference,success,False,116868,58984,0.23565625003539026,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164711-21aad78227de4bd5853b6b2608811e7e/record.json,aeb0055c007e2fb1eea7ddcafd17c3a74b3fa1f9c4e0e07cf76f4aad3bc5ab16
component_p2_seed17,case_001,2,4,17,14,component,wcc_start0_simple_a1_per_component_lpt_mv,whole_component_reference,success,False,233110,58984,0.2931220839964226,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164711-6191f4e5022f44ef8a8adfc83a9eadfb/record.json,404d8c6d9a78fc1e7cdcef6511f534b518ed0aa205f3f511ac592a8f20b89cc4
component_p2_seed17,case_001,2,4,17,15,component,wcc_task_0_mv_complement_batch2,whole_component_reference,success,False,233110,58984,0.301878166035749,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164712-9606a2e11f4a4dd289d7d0a297a4017b/record.json,71cac7aac8dd965b87620b5e09b4c7a61dbcf9a19aeb5cfd4a8b86bf41e64463
component_p2_seed17,case_001,2,4,17,16,component,wcc_task_0_mv_complement_batch4,whole_component_reference,success,False,233110,58984,0.2889335829531774,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164712-526668f52a7349ea81c29055b045be02/record.json,9d85aa44478441dfda99287ef73bb0abb62ce8e7879c72ed6be895ae168d60c7
component_p2_seed17,case_001,2,5,17,1,component,wcc_start0_simple_a5_per_core_lpt_mv,whole_component_reference,success,True,47502,47502,0.021360250073485076,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164713-22e477663b844007882579635d6f01d1/record.json,811c489eb7d6113f0afaa4b601c2327b28ff85d87c97f113bb17239be950b2e6
component_p2_seed17,case_001,2,5,17,2,component,wcc_start0_simple_a1_per_core_lpt_mv,whole_component_reference,success,True,233110,47502,0.004474916961044073,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164713-dcbbd9fdccf740dcb5e81d282e173448/record.json,6c6f74a5035b3bd5886b74763969293639f87e552d188320cde26869c9b5cc4f
component_p2_seed17,case_001,2,5,17,3,component,wcc_task_4_mv_complement_batch2,whole_component_reference,success,True,47502,47502,0.004911000025458634,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164713-675880b668964057adb244d51806bf17/record.json,137302f4334b63ce0c113ddf408ad281b7c83c33572f9914b2a4a3d2f51a069a
component_p2_seed17,case_001,2,5,17,4,component,wcc_start0_simple_a5_per_component_lpt_mv,whole_component_reference,success,True,47502,47502,0.004699417040683329,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164713-ea83fa2d34064f40b52c6298f6678203/record.json,6d5af0f85d7239983e61a7627c3401a21fc168d3c3f4ea5fa88217ad2115ea1f
component_p2_seed17,case_001,2,5,17,5,component,wcc_task_3_mv_complement_batch2,whole_component_reference,success,False,58984,47502,0.24553262500558048,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164713-b702a29c028a482d9870edc88d6a9c48/record.json,8f08b4c24e9c155701bfab3779097d122a8bb980bf9dcb51d5d5c8c9505225ba
component_p2_seed17,case_001,2,5,17,6,component,wcc_start0_simple_a4_per_component_lpt_mv,whole_component_reference,success,True,58984,47502,0.004602083005011082,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164713-732d87f239534a36929ae72c3824be3d/record.json,24d011f522560f3af41f42add9a8b095b8012aa4f8c54218620aa8ab7d978565
component_p2_seed17,case_001,2,5,17,7,component,wcc_task_2_mv_complement_batch2,whole_component_reference,success,False,78545,47502,0.24409954203292727,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164713-02fc1b6e4e65471291506d8ef5bebe80/record.json,7def55cca15e456848cbc466f87ff850ff104ce4c7519a436b1519f701030510
component_p2_seed17,case_001,2,5,17,8,component,wcc_start0_simple_a4_per_core_lpt_mv,whole_component_reference,success,True,58984,47502,0.004610750009305775,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164713-a612d4ebb614407d984994351b7ab17b/record.json,dd8d75e9f393bc768d010228e539173565e4837162a76877e4cbc3ba593f500b
component_p2_seed17,case_001,2,5,17,9,component,wcc_task_2_mv_complement_batch4,whole_component_reference,success,False,78545,47502,0.2407573329983279,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164713-530a93d4060f419dafd2f92ad6ca1f24/record.json,5679e1d0ec136a359d2f5b6013fb7e84a0890e40d1e518ea330f0120d0c3af35
component_p2_seed17,case_001,2,5,17,10,component,wcc_task_4_mv_complement_batch4,whole_component_reference,success,False,47502,47502,0.2377915419638157,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164714-09c5f36c1321419ab1cff408a5d595c2/record.json,47351abd9f8d5b4be35f4c6c088fa6a91c88fd131ac72f3b17defe3f13719360
component_p2_seed17,case_001,2,5,17,11,component,wcc_start0_simple_a3_per_component_lpt_mv,whole_component_reference,success,True,78545,47502,0.0050969579024240375,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164714-d1f641d884a742caa4e6f2896aee018c/record.json,7c1976718f4cf96a1616715cc0352a23402b636d9747351abadea696cb8d4f8a
component_p2_seed17,case_001,2,5,17,12,component,wcc_start0_simple_a2_per_core_lpt_mv,whole_component_reference,success,True,116868,47502,0.004620583960786462,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164714-c03f5c63a93046c9af692d753741cf04/record.json,6c4695660b0826037c821abc44a9f25ccaee277a3886c302e110ce375e86817f
component_p2_seed17,case_001,2,5,17,13,component,wcc_task_3_mv_complement_batch4,whole_component_reference,success,False,58984,47502,0.24616016598884016,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164714-325c347bc227438591090c9b72db7371/record.json,821f020abaed7392e79ce0ea5a536d41529bfeaec50223358df6af217e33ec2d
component_p2_seed17,case_001,2,5,17,14,component,wcc_start0_simple_a3_per_core_lpt_mv,whole_component_reference,success,True,78545,47502,0.004180540912784636,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164714-1ba06f656d914c67b573b9a208aa699c/record.json,390cb082da346f16778268c606306ae746595207223883bde98ee7cd3620c5d1
component_p2_seed17,case_001,2,5,17,15,component,wcc_start0_simple_a2_per_component_lpt_mv,whole_component_reference,success,True,116868,47502,0.0041533749317750335,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164714-cc59466a87b94c3e90a573e23ee2101f/record.json,ac44fcae12a1fc199e7bd353760e3fc0862c3121154b61f6a9e04e486eaca635
component_p2_seed17,case_001,2,5,17,16,component,wcc_task_1_mv_complement_batch2,whole_component_reference,success,False,116868,47502,0.24597166711464524,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164714-cc3090a2026e4b398c4e9f2490215b3b/record.json,212822529466458f23ff78b04ee0898f6c6d5c12dcb78fb7897d81c21ba95e8e
component_p2_seed17,case_001,2,5,17,17,component,wcc_task_1_mv_complement_batch4,whole_component_reference,success,False,116868,47502,0.24031091597862542,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164714-53d7a3a8f2d04f9389282d856fac283e/record.json,5f5ff4beceb20e078d16022a0bb8911513b2a88e898e14ab1e944997903dd7b2
component_p2_seed17,case_001,2,5,17,18,component,wcc_start0_simple_a1_per_component_lpt_mv,whole_component_reference,success,True,233110,47502,0.0042367089772596955,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164715-630d0424a7404d418caa75c5a48b4dff/record.json,7cf1bc8fa3a5ba4b3099ad23e280100872d88f2acbc7faca286f004a81d3457b
component_p2_seed17,case_001,2,5,17,19,component,wcc_task_0_mv_complement_batch2,whole_component_reference,success,False,233110,47502,0.2461549169383943,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164715-0a5088621db24cb4903b4dc8f981c0a8/record.json,987c1f5bf82d31beedaa7e76a0bdcde0f99328c0f54e0f0cdba97ca692fe8825
component_p2_seed17,case_001,2,5,17,20,component,wcc_task_0_mv_complement_batch4,whole_component_reference,success,False,233110,47502,0.294827957986854,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164715-55b6796f18a8470e9f42ef379a6c3023/record.json,b521d9794ce87db68579574a020d04fb63f2a7e281c3c0379097ddcbdcfb1241
component_p2_seed17,case_002,2,2,17,1,component,wcc_start0_simple_a1_per_core_lpt_mv,whole_component_reference,success,True,261945,261945,0.018663999973796308,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164705-58964c39135b4c21810aaab7de8379ea/record.json,4b69f58e8a75c5d77415dd0d49bced8a2c946eb069458ad55342d474b4815ddb
component_p2_seed17,case_002,2,3,17,1,component,wcc_start0_simple_a1_per_core_lpt_mv,whole_component_reference,success,True,261945,261945,0.019654541043564677,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164706-e41fffef9e63407bb65348b61686de03/record.json,2550252937be80d4b329a90fecab78cf1ef56339adec8261a3d85bd08481ddd6
component_p2_seed17,case_002,2,4,17,1,component,wcc_start0_simple_a1_per_core_lpt_mv,whole_component_reference,success,True,261945,261945,0.020196457975544035,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164706-27985ddc7a3e47da8485a67e40858ca7/record.json,30fafba886cf5de7ac7ecce9d7cf7cc40513fcbb5c622b7c20bff3d56a95fa39
component_p2_seed17,case_002,2,5,17,1,component,wcc_start0_simple_a1_per_core_lpt_mv,whole_component_reference,success,True,261945,261945,0.022630666964687407,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164706-8e2f95614c4a4aebb4d4ebe05a45cc7e/record.json,69dee48e5a3ef0157297f68628d0e190988babb2ca3ce8c1f6425282ae50e9e2
component_p2_seed17,case_003,2,2,17,1,component,wcc_start0_simple_a2_per_core_lpt_mv,whole_component_reference,success,True,538381,538381,0.02905595803167671,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164706-3ed89665a6a94e7baa8752921c11caed/record.json,58ed6b02a8fc242f4bfe1d397564d2d8060074b0b07c0d2593645a236e96bb8e
component_p2_seed17,case_003,2,2,17,2,component,whole_graph_single_active,whole_component_reference,success,True,602212,538381,0.021287415991537273,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164706-64924e748c0644739bf6b2241dfa80d8/record.json,7ddc000aa41c8a0f0a0a2b437cb4ea1b3e95be7aadfd30d1d19f571bf89edcd4
component_p2_seed17,case_003,2,2,17,3,component,wcc_task_1_mv_complement_batch2,whole_component_reference,success,True,538381,538381,0.011667250073514879,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164706-e33200d5f0a8442995960a2486c80798/record.json,5a0cfe4f344f08ae0722307a592c2b038516addf0473c521153a44c604f7b7c0
component_p2_seed17,case_003,2,2,17,4,component,wcc_start0_simple_a2_per_component_lpt_mv,whole_component_reference,success,True,538381,538381,0.011856207973323762,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164706-55151576875642719b3b06440a79d207/record.json,56fc9e2ef52a20df777a8fdbc37f445c4d666e88bf1711356237568d452c31c5
component_p2_seed17,case_003,2,2,17,5,component,wcc_task_0_shared_root_batch2,whole_component_reference,success,False,602212,538381,6.364496125024743,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164706-2a434af0096c4bbe8c5955ea7bcaa120/record.json,f3543bf25ca6176c35b27e049f051965068039212ba21a30fae1e85895085aee
component_p2_seed17,case_003,2,2,17,6,component,wcc_task_0_mv_complement_per_component,whole_component_reference,success,False,603989,538381,6.4223705829354,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164713-e553b79f7bd34c5e8260b01976adb7ce/record.json,36b5e283c81b1a1ff3bbff73c3c776934b3bc8f79bec1985b41b26d84079cee8
component_p2_seed17,case_003,2,2,17,7,component,wcc_task_1_shared_root_batch2,whole_component_reference,success,False,538381,538381,6.2114145420491695,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164719-8fdda86bd75f4ac88841ef8e09697ffc/record.json,ef62830e9818809e491391209b5fdfa0e602a1e1656abc0df77bc582599ba395
component_p2_seed17,case_003,2,2,17,8,component,wcc_start0_simple_a1_per_core_lpt_mv,whole_component_reference,success,True,602212,538381,0.012086707982234657,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164725-a6c4f37adb1c44a8be2ed1e7d0323b77/record.json,54f821f058f4fec557284c6f0a80ceeef5ebc3f7fc8a31796aa593e896f1f081
component_p2_seed17,case_003,2,2,17,9,component,wcc_task_1_mv_complement_per_component,whole_component_reference,success,False,538381,538381,6.163789207930677,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164725-62824466f40841b0b573abc6ddbba314/record.json,c367e1e0e5a77ea22b53d6928e49e9a7cc64f374b4ee94860577c82b0abf41fd
component_p2_seed17,case_003,2,2,17,10,component,wcc_task_0_shared_root_batch4,whole_component_reference,success,False,602168,538381,6.4488197499886155,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164732-ac68f3ff29ef43ff9b63829ad31fc032/record.json,66b0504cd3d465c449b3b31bb2a6a5efcb93575c036dbcd1f9cad58510c858bf
component_p2_seed17,case_003,2,2,17,11,component,wcc_task_1_shared_root_per_component,whole_component_reference,success,False,538381,538381,6.2218382499413565,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164738-00a460f36bc7457499c5cdc07126a4c8/record.json,b881cf6f778eff7886fce27bf9a063833bbbd913601863f64c5040e192708196
