case,problem,cores,variant,call,name,new_strategy,status,makespan,added_copy,evaluation_seconds,peak_rss,generation_seconds,accepted,record_path
case_025,2,5,v2,7,op_critical_path_w100,False,success,2261757,92602368,13.162992564990418,510558208,0.04937425001116935,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_025/p2_n5/v2/evaluations/attempts/20260925T210653-2505d0ea1ba84df59c5e82d81dc8b2d2/record.json
case_025,2,5,v2,8,op_stable_id_w100,False,success,1264925,15478272,8.047653699992225,309596160,0.01722317500389181,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_025/p2_n5/v2/evaluations/attempts/20260925T210706-d8ea69b4dc034958ade398905ba005e9/record.json
case_025,3,5,v2,1,wcc_start0_simple_a5_per_core_lpt_mv,False,success,975282,110592,5.191059913995559,256442368,4.645203097010381,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_025/p3_n5/v2/evaluations/attempts/20260925T210551-e956d87c9fbe4f52bc6a72956099db57/record.json
case_025,3,5,v2,2,v2_p3_component_cache_window,True,success,975282,110592,6.204333154004416,258850816,0.3690995259967167,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_025/p3_n5/v2/evaluations/attempts/20260925T210557-9c8b37c31fe84ac7b96f78ac77fffc49/record.json
case_025,3,5,v2,3,op_critical_path_w200,False,success,2262248,92602368,14.070670337998308,510898176,0.032445915989228524,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_025/p3_n5/v2/evaluations/attempts/20260925T210603-f15845447ed84b09ab9ec6e393c6a289/record.json
case_025,3,5,v2,4,v2_p3_branch_s2_cache_window,True,success,974390,20585472,8.249078944994835,329199616,0.5571955240156967,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_025/p3_n5/v2/evaluations/attempts/20260925T210618-710aeb9aaf524698b54fbf0123a0a364/record.json
case_025,3,5,v2,5,op_stable_id_w200,False,success,1193330,13673472,7.447280403008335,301031424,0.019243407994508743,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_025/p3_n5/v2/evaluations/attempts/20260925T210634-e4dbc97410544a2ca52f5c59fe38a12a/record.json
case_025,3,5,v2,6,op_release_priority_w200,False,success,1917748,77552640,13.461808730993653,460001280,0.02725046999694314,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_025/p3_n5/v2/evaluations/attempts/20260925T210642-3ab3a1515a0f4ac98df533a9acb910e1/record.json
case_025,3,5,v2,7,op_critical_path_w100,False,success,2261842,92602368,14.114600993998465,510636032,0.05152962700231001,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_025/p3_n5/v2/evaluations/attempts/20260925T210655-8d2af1085cfe441b80a6c887d1fba56d/record.json
case_025,3,5,v2,8,op_stable_id_w100,False,success,1264904,15478272,8.602187404001597,309100544,0.022294598005828448,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_025/p3_n5/v2/evaluations/attempts/20260925T210709-fed1322644df47fbb2969d386783116d/record.json
case_043,1,5,v2,1,wcc_start0_simple_a5_per_core_lpt_mv,False,success,269612,1062920,11.203459203999955,131203072,3.640266949994839,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210850-b1603f68101a4a528cf6bf8ad3fbdb0a/record.json
case_043,1,5,v2,2,v2_p1_affinity_s2_critical,True,success,261339,6817834,5.738729725999292,131203072,0.19233100200654007,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210901-28d2daea43934699b634a65a534cbfa6/record.json
case_043,1,5,v2,3,selective_whole_critical_path_x1_a3_eft,False,success,268776,2257920,11.904307449993212,131203072,0.011800483014667407,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210907-ffd2a9a0880b44b4aa20691b989dc6f2/record.json
case_043,1,5,v2,4,v2_p1_wavefront_s2_critical,True,success,258721,6884394,5.343721682002069,131203072,0.296114848999423,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210919-cc60c5ff480045b287f8bd331f10810b/record.json
case_043,1,5,v2,5,v2_p1_branch_s2_critical,True,success,355183,13014246,11.602632346010068,140832768,0.17353815300157294,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210925-49cdd80895984502b2a8f73802a5278b/record.json
case_043,1,5,v2,6,v2_p1_affinity_s4_critical,True,success,336555,6980010,5.286042103994987,131203072,0.19929052999941632,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210937-b68a930004e546e0a61b5e3e68ac1734/record.json
case_043,1,5,v2,7,v2_p1_wavefront_s4_critical,True,success,342076,7487078,5.913771705003455,131203072,0.2612414690083824,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210942-b607ca32b9d3442897619e05557a3c05/record.json
case_043,1,5,v2,8,v2_p1_wavefront_s1_critical,True,success,261339,6817834,6.0390379579912405,131203072,0.2774711969977943,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p1_n5/v2/evaluations/attempts/20260925T210949-ad81e001740549aab51b8527f514894f/record.json
case_043,2,5,v2,1,wcc_start0_simple_a5_per_core_lpt_mv,False,success,269612,1062920,1.883069212999544,128794624,2.699782185998629,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210915-13a25379f1a444f1af4fc8aa06c4e183/record.json
case_043,2,5,v2,2,v2_p2_affinity_s2_residency,True,success,242153,3249550,2.2304612359876046,128794624,0.26528250801493414,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210917-80f816e3ba2e4d2ca973c6084341b3f3/record.json
case_043,2,5,v2,3,op_critical_path_w200,False,success,320711,14873588,4.48560685000848,182493184,0.01915271500183735,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210919-5a644f6ca10d44afa77628ad7bc41116/record.json
case_043,2,5,v2,4,v2_p2_affinity_s2_critical,True,success,257767,3804992,2.3288277850078885,128794624,0.20016540600045118,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210924-379f499a0803461e9cdf3f1585b4cdf2/record.json
case_043,2,5,v2,5,v2_p2_wavefront_s2_residency,True,success,228292,3701440,2.1796849370002747,128794624,0.4256808700010879,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210927-a2b28f44e097435786b192c3b46855e1/record.json
case_043,2,5,v2,6,v2_p2_wavefront_s2_critical,True,success,250651,3597652,2.129300027008867,128794624,0.1880104829906486,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210929-de8c9c4f7c8a4a16b917b4b8fb127ef4/record.json
case_043,2,5,v2,7,v2_p2_branch_s2_residency,True,success,226361,8101142,2.981759021000471,153784320,0.2966228820005199,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210931-cd694f2fc9474025aaa66a775ea81141/record.json
case_043,2,5,v2,8,v2_p2_branch_s2_critical,True,success,242308,8763212,3.180294538004091,155377664,0.22638028000073973,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p2_n5/v2/evaluations/attempts/20260925T210935-d538a5d35b884f0282b4644d2c3b419e/record.json
case_043,3,5,v2,1,wcc_start0_simple_a5_per_core_lpt_mv,False,success,269612,1062920,1.8291106560063781,126095360,2.888159463996999,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p3_n5/v2/evaluations/attempts/20260925T210928-9e353f01324248078120dcc4c6d06a0e/record.json
case_043,3,5,v2,2,v2_p3_affinity_s2_cache_window,True,success,236962,3303848,2.1786856730032014,126095360,0.26634536500205286,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p3_n5/v2/evaluations/attempts/20260925T210930-24ec8a6e8a1e45779f345b65f189e78a/record.json
case_043,3,5,v2,3,op_critical_path_w200,False,success,284788,14873588,4.586390776006738,182501376,0.018251783985760994,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p3_n5/v2/evaluations/attempts/20260925T210933-21780b31fa374e4d9baa1aaa3821af40/record.json
case_043,3,5,v2,4,v2_p3_affinity_s2_residency,True,success,241473,3249550,2.2291064590099268,126095360,0.19357826499617659,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p3_n5/v2/evaluations/attempts/20260925T210937-f9487afa25f14badb64ab18ecf4c06ec/record.json
case_043,3,5,v2,5,v2_p3_wavefront_s2_cache_window,True,success,292356,4211828,2.3295594840019476,126869504,0.33252640899445396,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p3_n5/v2/evaluations/attempts/20260925T210940-1f0a5c3a5cca4fbd95797b6eda62c378/record.json
case_043,3,5,v2,6,v2_p3_wavefront_s2_residency,True,success,226824,3701440,2.930868470997666,127234048,0.1740396819950547,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p3_n5/v2/evaluations/attempts/20260925T210942-61ffaa6032ac4d298ae454ee776b12b3/record.json
case_043,3,5,v2,7,v2_p3_branch_s2_cache_window,True,success,258405,7958218,3.3329368169943336,151572480,0.29009248000511434,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p3_n5/v2/evaluations/attempts/20260925T210946-1254a8e0813b46278e5092942e49e563/record.json
case_043,3,5,v2,8,v2_p3_branch_s2_residency,True,success,219620,8035298,3.4817909720004536,150765568,0.23119848099304363,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_043/p3_n5/v2/evaluations/attempts/20260925T210949-4ed0e5e41a4b4974828ea55c5801374a/record.json
case_047,1,5,v2,1,selective_phase_band_critical_path_x2_a3_eft,False,success,327868,174214,4.03919588199642,134221824,2.8364511910040164,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T210832-29c15a3abf474770b8b2ab519dfa8946/record.json
case_047,1,5,v2,2,v2_p1_affinity_s2_critical,True,success,325387,1651008,3.6851813300017966,131194880,0.4390685310063418,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T210836-f920e67ca88c4b8a970f13775a1c4ee2/record.json
case_047,1,5,v2,3,wcc_start0_simple_a1_per_core_lpt_mv,False,success,326508,0,30.75639596299152,214933504,0.012450000998796895,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T210840-ff15439132084d7caf7ddaa4b325a0b6/record.json
case_047,1,5,v2,4,v2_p1_wavefront_s2_critical,True,success,310076,2036424,4.138654522001161,134160384,0.6213665469986154,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T210911-4d1e7a52fba248b281d92e028ffec4f3/record.json
case_047,1,5,v2,5,v2_p1_branch_s2_critical,True,success,208139,3590396,9.854059361008694,155865088,0.2558082039904548,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T210916-eeae654da7df417c91e63633fd85936e/record.json
case_047,1,5,v2,6,v2_p1_affinity_s4_critical,True,success,318097,1736448,3.839359368008445,131817472,0.566004158987198,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T210926-a8c2bd7599c64581b2fbe3bc74c0f989/record.json
case_047,1,5,v2,7,v2_p1_wavefront_s4_critical,True,success,288113,2569634,6.0923086130060256,144936960,0.479473875995609,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T210931-3f058462086b4bf0886e773819c3f27d/record.json
case_047,1,5,v2,8,v2_p1_wavefront_s1_critical,True,success,325387,1651008,3.4843349720031256,131096576,0.5963670990022365,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T210938-f26a672707494d4ba4fb88c675b2372a/record.json
case_047,2,5,v2,1,op_critical_path_w200,False,success,150018,4736312,6.342792793002445,230023168,2.0829981260030763,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T210836-f036d83ab6cf4134a915a5e9589c3e50/record.json
case_047,2,5,v2,2,v2_p2_affinity_s2_residency,True,success,266268,1275024,3.8843437470059143,171540480,0.48252606599999126,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T210843-7068a803bafc4552a380331b01c09d2a/record.json
case_047,2,5,v2,3,op_stable_id_w200,False,success,122134,2651832,3.9850837510020938,180973568,0.014494653005385771,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T210847-213b8a5ce4ef4c44b28e9d0f8086a6d9/record.json
case_047,2,5,v2,4,v2_p2_affinity_s2_critical,True,success,265177,1481936,3.9847728070017183,192532480,0.22426453400112223,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T210851-3d19ba64ef1348ed84d7b64650e7df48/record.json
case_047,2,5,v2,5,v2_p2_wavefront_s2_residency,True,success,273766,1566616,3.7367311359994346,169979904,0.6767866180016426,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T210855-0e0da75cd2d34d1c964a1f38a2f8b018/record.json
case_047,2,5,v2,6,v2_p2_wavefront_s2_critical,True,success,271059,1686164,3.7339236160041764,181903360,0.2295071859844029,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T210859-613f267bea5b444eba6ea3953035dea9/record.json
case_047,2,5,v2,7,v2_p2_branch_s2_residency,True,success,154397,2438488,3.984299577990896,177229824,0.3765828240138944,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T210903-205556f9b7a94698becffd3a7e5470ef/record.json
case_047,2,5,v2,8,v2_p2_branch_s2_critical,True,success,156711,2557842,4.085428935999516,176635904,0.2673882700037211,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T210908-f117a0608bdc461a9fb26b12858c2386/record.json
case_047,3,5,v2,1,op_critical_path_w200,False,success,145540,4736312,6.293731187994126,230383616,2.1859689289995003,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T210848-fe2fbb74a4084541926e63d593249ce9/record.json
case_047,3,5,v2,2,v2_p3_affinity_s2_cache_window,True,success,266268,1275024,3.985508240002673,171532288,0.4857812050031498,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T210855-1c21f79d29374a93b35107c0e134d527/record.json
case_047,3,5,v2,3,op_stable_id_w200,False,success,120548,2651832,4.13583136399393,180895744,0.014185286010615528,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T210859-731be196147c4b8588c7807ae7718d46/record.json
case_047,3,5,v2,4,v2_p3_affinity_s2_residency,True,success,266268,1275024,4.086365576004027,171515904,0.23318628099514171,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T210904-51266c2ad5914fd0bbc85c65ef97401d/record.json
case_047,3,5,v2,5,v2_p3_wavefront_s2_cache_window,True,success,273628,1500568,4.090348276004079,175710208,0.6818084659898886,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T210908-1c41e02e21a64d948a7367139132e1ae/record.json
case_047,3,5,v2,6,v2_p3_wavefront_s2_residency,True,success,273708,1566616,3.73511668399442,170295296,0.23599299200577661,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T210913-ef0230e75242449a9f7dc8c75776063b/record.json
case_047,3,5,v2,7,v2_p3_branch_s2_cache_window,True,success,155764,2872534,4.385980984006892,185614336,0.33169659299892373,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T210917-288e30b286064863b557779d341d0b6b/record.json
case_047,3,5,v2,8,v2_p3_branch_s2_residency,True,success,153109,2543638,3.784189426994999,175673344,0.27125639699806925,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T210921-78cf1a11eea44defa57db20d0343b0f7/record.json
case_048,1,5,v2,1,wcc_start0_simple_a1_per_core_lpt_mv,False,success,222220,0,0.7744895900104893,131203072,0.3595546499855118,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_048/p1_n5/v2/evaluations/attempts/20260925T210955-90f38cdce075475fb02e66ab3a85f962/record.json
case_048,1,5,v2,2,v2_p1_branch_s2_critical,True,success,194886,1930360,0.8721009569999296,131203072,0.03324922100000549,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_048/p1_n5/v2/evaluations/attempts/20260925T210956-cbf7f1a492ee49f5adf93e736b4200a8/record.json
case_048,1,5,v2,3,selective_phase_band_critical_path_x1_a3_eft,False,success,223026,142474,0.4704428210097831,131203072,0.010133952993783168,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_048/p1_n5/v2/evaluations/attempts/20260925T210957-5d779f48055e4f4c97edbd2dd7f6c389/record.json
case_048,1,5,v2,4,v2_p1_affinity_s2_critical,True,success,217703,701612,0.4745505850005429,131203072,0.0379986970074242,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_048/p1_n5/v2/evaluations/attempts/20260925T210957-70caea4d600f4d8c87c215dcb61becbc/record.json
case_048,1,5,v2,5,v2_p1_wavefront_s2_critical,True,success,170808,1365016,0.7777860600035638,131203072,0.045103996992111206,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_048/p1_n5/v2/evaluations/attempts/20260925T210958-ae3ac96b88fe4c72bc006996582bb323/record.json
case_048,1,5,v2,6,v2_p1_wavefront_s4_critical,True,success,136675,1154096,0.6227532670018263,131203072,0.03528892999747768,True,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_048/p1_n5/v2/evaluations/attempts/20260925T210959-ebc862f0709342ad88414c7434fe1fff/record.json
case_048,1,5,v2,7,v2_p1_wavefront_s1_critical,True,success,174563,878420,0.572233115992276,131203072,0.02968866200535558,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_048/p1_n5/v2/evaluations/attempts/20260925T210959-986b7220f2ad4e8aa1ae0126ba2520eb/record.json
case_048,1,5,v2,8,selective_whole_critical_path_x1_a5_eft,False,success,222220,0,0.7219353879918344,131203072,0.006586830015294254,False,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_A批_20260925_fix1/slots/case_048/p1_n5/v2/evaluations/attempts/20260925T211000-cfe333695dc64f71b98da1c69f595892/record.json
