case,problem,cores,method,status,effective_method,makespan,logical_calls,new_calls,elapsed_seconds,stop_reason,failed_calls,timeout_calls,generation_errors,summary_path,error
case_079,2,5,staged,success,staged,6023990,12,0,6.929837290896103,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_079/p2_n5/staged/summary.json,
case_046,3,5,routed,success,component_wcc,77846,12,0,0.2699435830581933,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_046/p3_n5/routed/summary.json,
case_095,3,5,routed,success,component_wcc,220188,12,0,0.8619640420656651,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_095/p3_n5/routed/summary.json,
case_078,2,5,staged,success,staged,491076,12,0,0.2895805420121178,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_078/p2_n5/staged/summary.json,
case_046,3,5,staged,success,staged,90550,12,0,0.28701758303213865,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_046/p3_n5/staged/summary.json,
case_004,2,5,routed,success,component_wcc,83319,12,0,0.23628924996592104,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_004/p2_n5/routed/summary.json,
case_079,2,5,trace_routed,success,staged,6023990,12,0,6.978711916948669,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_079/p2_n5/trace_routed/summary.json,
case_046,3,5,trace_routed,success,component_wcc,77846,12,0,0.27765566599555314,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_046/p3_n5/trace_routed/summary.json,
case_009,2,5,routed,success,staged,52200,12,0,1.4390564580680802,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_009/p2_n5/routed/summary.json,
case_009,3,5,trace_routed,success,staged,72876,12,0,1.5835504160495475,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_009/p3_n5/trace_routed/summary.json,
case_070,2,5,staged,success,staged,23147,12,0,0.47059770801570266,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_070/p2_n5/staged/summary.json,
case_070,3,5,trace_routed,success,component_wcc,21056,12,0,0.3702685829484835,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_070/p3_n5/trace_routed/summary.json,
case_070,2,5,routed,success,component_wcc,22710,12,0,0.36254558397922665,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_070/p2_n5/routed/summary.json,
case_078,2,5,trace_routed,success,staged,491076,12,0,0.2878917090129107,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_078/p2_n5/trace_routed/summary.json,
case_079,3,5,routed,success,component_wcc,6024541,12,0,8.180737500078976,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_079/p3_n5/routed/summary.json,
case_079,3,5,staged,success,staged,6023112,12,0,7.326686582993716,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹开发_v2/case_079/p3_n5/staged/summary.json,
