case,problem,cores,method,status,effective_method,makespan,logical_calls,new_calls,elapsed_seconds,stop_reason,failed_calls,timeout_calls,generation_errors,summary_path,error
case_075,2,5,routed,success,staged,396278,12,9,13.933536792057566,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_075/p2_n5/routed/summary.json,
case_003,2,5,routed,success,staged,269541,12,0,2.9838379160501063,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_003/p2_n5/routed/summary.json,
case_035,2,5,staged,success,staged,87389,12,8,4.321315750014037,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_035/p2_n5/staged/summary.json,
case_091,2,5,trace_routed,success,staged,1861618,12,6,63.12130229198374,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_091/p2_n5/trace_routed/summary.json,
case_016,3,5,trace_routed,success,staged,2241735,12,9,31.48483829095494,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_016/p3_n5/trace_routed/summary.json,
case_096,3,5,staged,success,staged,24763,12,0,0.3640293339267373,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_096/p3_n5/staged/summary.json,
case_003,2,5,staged,success,staged,269541,12,0,2.844718209002167,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_003/p2_n5/staged/summary.json,
case_016,3,5,routed,success,staged,2241735,12,0,2.7197395829716697,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_016/p3_n5/routed/summary.json,
case_090,3,5,staged,success,staged,278094,12,8,2.9811716249678284,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_090/p3_n5/staged/summary.json,
case_088,2,5,routed,success,staged,93536,12,0,0.7479327919427305,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_088/p2_n5/routed/summary.json,
case_091,2,5,staged,success,staged,1861618,12,1,18.049147499958053,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_091/p2_n5/staged/summary.json,
case_076,3,5,staged,success,staged,1226811,12,8,86.769891624921,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_076/p3_n5/staged/summary.json,
case_076,2,5,staged,success,staged,1232360,12,8,83.94307220797054,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_076/p2_n5/staged/summary.json,
case_096,3,5,routed,success,staged,24763,12,0,0.4437569170258939,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_096/p3_n5/routed/summary.json,
case_075,2,5,staged,success,staged,396278,12,0,0.9990826670546085,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_075/p2_n5/staged/summary.json,
case_090,2,5,trace_routed,success,component_wcc,260978,12,4,1.183441499946639,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_090/p2_n5/trace_routed/summary.json,
case_076,3,5,trace_routed,success,staged,1226811,12,1,23.047951125074178,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_076/p3_n5/trace_routed/summary.json,
case_090,3,5,routed,success,component_wcc,194679,12,6,1.4622920830734074,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_090/p3_n5/routed/summary.json,
case_035,2,5,routed,success,staged,87389,12,0,0.8728706669062376,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_035/p2_n5/routed/summary.json,
case_003,3,5,trace_routed,success,staged,253659,12,8,31.57974283292424,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_003/p3_n5/trace_routed/summary.json,
case_003,3,5,routed,success,staged,253659,12,5,21.884099249960855,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_003/p3_n5/routed/summary.json,
case_016,2,5,routed,success,staged,2243300,12,0,1.9183674169471487,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_016/p2_n5/routed/summary.json,
case_035,3,5,staged,success,staged,83046,12,0,0.9422415419248864,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_035/p3_n5/staged/summary.json,
case_083,2,5,staged,success,staged,298946,12,6,5.531843667034991,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_083/p2_n5/staged/summary.json,
case_090,3,5,trace_routed,success,component_wcc,194679,12,0,0.32692920800764114,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_090/p3_n5/trace_routed/summary.json,
case_075,3,5,routed,success,staged,409283,12,0,1.4116427500266582,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_075/p3_n5/routed/summary.json,
case_016,3,5,staged,success,staged,2241735,12,0,2.9230943339644,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_016/p3_n5/staged/summary.json,
case_025,2,5,routed,success,component_wcc,942938,12,6,25.99717912496999,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_025/p2_n5/routed/summary.json,
case_088,2,5,staged,success,staged,93536,12,0,0.9578563329996541,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_088/p2_n5/staged/summary.json,
case_025,2,5,staged,success,staged,942350,12,4,22.76414345903322,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_025/p2_n5/staged/summary.json,
case_091,3,5,trace_routed,success,staged,1818751,12,5,75.30973804101814,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_091/p3_n5/trace_routed/summary.json,
case_016,2,5,trace_routed,success,staged,2243300,12,0,2.470130999921821,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_016/p2_n5/trace_routed/summary.json,
case_091,3,5,staged,success,staged,1818751,12,6,85.86828791594598,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_091/p3_n5/staged/summary.json,
case_096,2,5,trace_routed,success,staged,27053,12,0,0.4108918330166489,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_096/p2_n5/trace_routed/summary.json,
case_083,2,5,routed,success,component_wcc,184594,12,0,0.916704332921654,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_083/p2_n5/routed/summary.json,
case_074,2,5,routed,success,component_wcc,338235,12,6,5.425397874903865,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_074/p2_n5/routed/summary.json,
case_035,2,5,trace_routed,success,staged,87389,12,0,1.1625941669335589,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_035/p2_n5/trace_routed/summary.json,
case_088,3,5,staged,success,staged,94593,12,8,5.552902208059095,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_088/p3_n5/staged/summary.json,
case_075,2,5,trace_routed,success,staged,396278,12,0,1.0757869590306655,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_075/p2_n5/trace_routed/summary.json,
case_090,2,5,routed,success,component_wcc,260978,12,0,0.4163616659352556,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_090/p2_n5/routed/summary.json,
case_025,3,5,routed,success,component_wcc,942938,12,5,24.788346374989487,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_025/p3_n5/routed/summary.json,
case_074,2,5,trace_routed,success,staged,333090,12,6,5.291688584024087,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_074/p2_n5/trace_routed/summary.json,
case_083,3,5,trace_routed,success,component_wcc,184594,12,6,3.734732582932338,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_083/p3_n5/trace_routed/summary.json,
case_088,3,5,routed,success,staged,94593,12,0,1.0941199579974636,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_088/p3_n5/routed/summary.json,
case_074,2,5,staged,success,staged,340460,12,4,4.046639584004879,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_074/p2_n5/staged/summary.json,
case_025,3,5,staged,success,staged,942350,12,1,12.46757733298,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_025/p3_n5/staged/summary.json,
case_003,3,5,staged,success,staged,253659,12,0,4.428313375101425,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_003/p3_n5/staged/summary.json,
case_025,2,5,trace_routed,success,staged,942350,12,0,7.716725333011709,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_025/p2_n5/trace_routed/summary.json,
case_075,3,5,trace_routed,success,staged,409283,12,0,1.7454150419216603,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_075/p3_n5/trace_routed/summary.json,
case_035,3,5,routed,success,staged,83046,12,0,1.2189202919835225,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_035/p3_n5/routed/summary.json,
case_076,3,5,routed,success,component_wcc,1225408,12,6,77.90327762498055,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_076/p3_n5/routed/summary.json,
case_083,3,5,routed,success,component_wcc,184594,12,0,0.9279153329553083,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_083/p3_n5/routed/summary.json,
case_076,2,5,trace_routed,success,staged,1232360,12,1,24.698888333979994,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_076/p2_n5/trace_routed/summary.json,
case_088,3,5,trace_routed,success,staged,94593,12,0,0.9520344579359517,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_088/p3_n5/trace_routed/summary.json,
case_096,2,5,staged,success,staged,27053,12,0,0.3652550410479307,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_096/p2_n5/staged/summary.json,
case_076,2,5,routed,success,component_wcc,1231756,12,4,48.69392195797991,call_budget,0,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P23轨迹验证_v2/case_076/p2_n5/routed/summary.json,
