round,case,problem,name,accepted,status,cache_hit,seconds,error,record_path,makespan,plan_sha256
1,case_043,1,owner_first_r1_w0.1_s4,False,timeout,False,35.024179311003536,worker exceeded 35 seconds,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p1_n5/attack/evaluations/attempts/20260925T224749-ff4e838a0e6643e1bf69aa96ab36ab1b/record.json,,6cf4a31d766c3ed39bfc115c8681ef28820b426b83922b3fb894491fe8ba05e9
1,case_043,1,owner_first_r2_w0.2_s8,False,success,False,8.896564805996604,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p1_n5/attack/evaluations/attempts/20260925T224825-cd7097b523644803b5a4a5633cee3618/record.json,515795,4e68968b6cb25a0c92a97a14740bf9648680e6be2673d91e704d398a64b684ba
1,case_043,1,owner_first_r3_w0.5_s16,False,timeout,False,35.02490705499076,worker exceeded 35 seconds,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p1_n5/attack/evaluations/attempts/20260925T224834-100e2ae779d64574864f336d690578d6/record.json,,d284bcddd6881ba40cc6333cf7880fd8432e8672c3b20e300bf6295bcbd128c2
1,case_043,1,owner_first_r4_w1.0_s4,False,success,False,10.006142089987407,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p1_n5/attack/evaluations/attempts/20260925T224909-142df09fbc4e43e0b7f29e5f2ceb7ad3/record.json,472013,c56175472f76cd2e17d9a46461f2079ea97edda0ddf249dcfdc0c38455ff98da
1,case_043,1,owner_first_r5_w2.0_s8,False,success,False,29.907111128995894,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p1_n5/attack/evaluations/attempts/20260925T224920-069cb364d63d4b5dbc8f999b6fe58149/record.json,617350,2e3db41197e0f847467ef37bb9793571de3b8b908307f5f4afba1171cd94d62f
1,case_043,1,owner_first_r6_w4.0_s16,False,success,False,9.45365569400019,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p1_n5/attack/evaluations/attempts/20260925T224950-0a067b80a9fa4302947b01f2e846ef14/record.json,509342,f3bd5741b3f83f5cf51347f995aa424fc004c3bdb4fb67ce1c8bb53d1d4354d6
1,case_043,1,owner_first_r7_w0.02_s2,False,timeout,False,5.510768003994599,worker exceeded 5.49305 seconds,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p1_n5/attack/evaluations/attempts/20260925T224959-16e6c6f1072b4d3d938c931391df6618/record.json,,ab4043d6c3b4bae5a48cd764c73fd30be6afaf29aa1b4572504e2c5e0e7cf523
1,case_043,2,charged_incumbent_replay,True,success,False,3.739327091985615,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p2_n5/attack/evaluations/attempts/20260925T224735-06afb176b4e847e1a408c226c3c92592/record.json,169830,3f529002436ed5be59614284c78ecfdd9867997a6701cb7a20257a9039088c98
1,case_043,2,owner_first_r0_w0.03_s2,False,success,False,3.5343516069988254,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p2_n5/attack/evaluations/attempts/20260925T224739-13bf9ce4f5604d89a6d7c674a7375b0d/record.json,305426,a60763910af1acdf538f4341b5ab474e9c2fc62c3209ba20a21678c65d4208b5
1,case_043,2,owner_first_r1_w0.1_s4,False,success,False,6.7481922740116715,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p2_n5/attack/evaluations/attempts/20260925T224743-a1fc28d93a634237a44df52ed15fb638/record.json,505258,60b8fa8d80b4b4ba8f1c82cfcd48099f9794a2f43cb88a59c85afdd3234536d0
1,case_043,2,owner_first_r2_w0.2_s8,False,success,False,3.292562678019749,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p2_n5/attack/evaluations/attempts/20260925T224750-983c5763e97b4d94a4c40e941e8b1492/record.json,301281,9b6213050fe174b3afa058f25e6e2a8d0fe87f051882b7042cc09bcebdef739b
1,case_043,2,owner_first_r3_w0.5_s16,False,success,False,5.688288649980677,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p2_n5/attack/evaluations/attempts/20260925T224754-eea8bad979b74dba8a1601e7bc6790a0/record.json,445053,1020aa1aee4a1d6836704b86c936ca7dd5050fa7256527bb155e228456169111
1,case_043,2,owner_first_r4_w1.0_s4,False,success,False,3.082060961984098,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p2_n5/attack/evaluations/attempts/20260925T224800-18f6d30aecbe4fdf8be351c4b59040be/record.json,298419,8ea38d4798863f1c75dafc6bc11a9eb0b8752735661bb39ae3fe69db3023e429
1,case_043,2,owner_first_r5_w2.0_s8,False,success,False,4.436393315001624,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p2_n5/attack/evaluations/attempts/20260925T224803-d8323577700b4d16be174a199a6caaf3/record.json,367969,432445e052b7b9022c4d2a58c5a7b81883dc4beda5fc34051fd3cc9b70a42db0
1,case_043,2,owner_first_r6_w4.0_s16,False,success,False,3.2826800040202215,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p2_n5/attack/evaluations/attempts/20260925T224808-14fb52defdba4ed8b9811e20038ecf07/record.json,292893,df316d345a6d6f121dff511b509060201ac49598dc567f10c758b5dc6ba8d4a7
1,case_043,2,owner_first_r7_w0.02_s2,False,success,False,7.144939593010349,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p2_n5/attack/evaluations/attempts/20260925T224811-45013a1197fe49c38f10619008d13f7b/record.json,549592,33c3ac5c8567d330b07e1e7b792448e8a7e0acc04f5f8ca6f280902f37d85775
1,case_043,3,charged_incumbent_replay,True,success,False,3.8901598319935147,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p3_n5/attack/evaluations/attempts/20260925T224735-992cc2d64cca4cb3bd68cff9f3fd46bf/record.json,158368,3f529002436ed5be59614284c78ecfdd9867997a6701cb7a20257a9039088c98
1,case_043,3,owner_first_r0_w0.03_s2,False,success,False,4.039410363009665,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p3_n5/attack/evaluations/attempts/20260925T224739-e4dd16e7444944e1a37ac1d24fa3a858/record.json,300689,a60763910af1acdf538f4341b5ab474e9c2fc62c3209ba20a21678c65d4208b5
1,case_043,3,owner_first_r1_w0.1_s4,False,success,False,7.296725410997169,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p3_n5/attack/evaluations/attempts/20260925T224744-dd9af224dde24d9c8a11823ce9ec711f/record.json,481637,60b8fa8d80b4b4ba8f1c82cfcd48099f9794a2f43cb88a59c85afdd3234536d0
1,case_043,3,owner_first_r2_w0.2_s8,False,success,False,3.3328115199983586,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p3_n5/attack/evaluations/attempts/20260925T224751-da752e729eb5422795596fe1dc22e9ff/record.json,296312,9b6213050fe174b3afa058f25e6e2a8d0fe87f051882b7042cc09bcebdef739b
1,case_043,3,owner_first_r3_w0.5_s16,False,success,False,6.139903767994838,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p3_n5/attack/evaluations/attempts/20260925T224755-53b6423e15454351b7b78e50b2533f59/record.json,422533,1020aa1aee4a1d6836704b86c936ca7dd5050fa7256527bb155e228456169111
1,case_043,3,owner_first_r4_w1.0_s4,False,success,False,3.333022920007352,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p3_n5/attack/evaluations/attempts/20260925T224801-4e1ba193bec240fdafc5fc8b89127597/record.json,293935,8ea38d4798863f1c75dafc6bc11a9eb0b8752735661bb39ae3fe69db3023e429
1,case_043,3,owner_first_r5_w2.0_s8,False,success,False,4.793855034018634,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p3_n5/attack/evaluations/attempts/20260925T224805-2d8f2b9f6dda4c209cefedee1a8138f6/record.json,338575,78bb22071d36d2405f9f837d03a04415cac55a00a010fd59673e7e353235aff0
1,case_043,3,owner_first_r6_w4.0_s16,False,success,False,3.436789687984856,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p3_n5/attack/evaluations/attempts/20260925T224810-3cffefd26f534d1d9939ec2de5c894bd/record.json,288062,df316d345a6d6f121dff511b509060201ac49598dc567f10c758b5dc6ba8d4a7
1,case_043,3,owner_first_r7_w0.02_s2,False,success,False,7.5946630029939115,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_043/p3_n5/attack/evaluations/attempts/20260925T224814-f82df2054baa47fab55046a03682ba7d/record.json,526049,33c3ac5c8567d330b07e1e7b792448e8a7e0acc04f5f8ca6f280902f37d85775
1,case_047,1,charged_incumbent_replay,True,success,False,11.157688458013581,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p1_n5/attack/evaluations/attempts/20260925T224819-9f4aff12bc284841bc2e382d64398826/record.json,208139,dddebbb7ea55c06abaa0c00a5cf50768db83de139f31b1374668fdf78695c3e3
1,case_047,1,owner_first_r0_w0.03_s2,False,success,False,13.25993657700019,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p1_n5/attack/evaluations/attempts/20260925T224830-4e607a79f7c9484ba020da5edc7f9df6/record.json,321348,5f283193dffdd41448fb769e4a562a9f75b3c4a0e4c372c6b71f506465f31f77
1,case_047,1,owner_first_r1_w0.1_s4,False,timeout,False,35.03073511898401,worker exceeded 35 seconds,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p1_n5/attack/evaluations/attempts/20260925T224844-2c9a9bb6237146b0beac15e08d9e2a73/record.json,,64a4185181b0e10311bc68afa6615227335659b3b8125af6965e57801fa417f9
1,case_047,1,owner_first_r2_w0.2_s8,False,success,False,16.185040453012334,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p1_n5/attack/evaluations/attempts/20260925T224920-0e32521030804269882d673140ea6af5/record.json,304854,9ca677358ec570aab8e8fe729006bc0e78b19924b558d28cf74a285346cc9890
1,case_047,1,owner_first_r3_w0.5_s16,False,timeout,False,35.02738180401502,worker exceeded 35 seconds,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p1_n5/attack/evaluations/attempts/20260925T224937-ccc155c858b94b94b775639688fae86e/record.json,,cf63d3fddc9e315843673606dd833c410b827e55a1b0301dc75f4fb8833bee40
1,case_047,1,owner_first_r4_w1.0_s4,False,success,False,12.581987582991133,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p1_n5/attack/evaluations/attempts/20260925T225012-7898a50c7690406c8c15731394afd163/record.json,235758,be9494bb3894bd5e13a6c074e2591c62a31f0e2c59baa77da786f9627f0d2222
1,case_047,1,owner_first_r5_w2.0_s8,False,timeout,False,23.353528072009794,worker exceeded 23.3267 seconds,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p1_n5/attack/evaluations/attempts/20260925T225025-1535867f28484411b2c2ba422307bfd1/record.json,,fbff67d07c5bc1f7ce6f24c92e52fd54e1ad0da1f13a76135ebd5ee2c507ea00
1,case_047,2,charged_incumbent_replay,True,success,False,4.791971147991717,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p2_n5/attack/evaluations/attempts/20260925T224822-bd4d203b851f4d339c9618d3a18b49ef/record.json,95504,ba942616f0594f7a5f230241fb5837ea2dfa0b3f5e5879b746771c85ede3e17c
1,case_047,2,owner_first_r0_w0.03_s2,False,success,False,4.63623635697877,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p2_n5/attack/evaluations/attempts/20260925T224827-1de288dc51d14a0b9c7e4e59b73fcbce/record.json,183054,28749ae927197304e89644469468a4d3bcda09dc200d42483e7b829778aff9f8
1,case_047,2,owner_first_r1_w0.1_s4,False,success,False,9.808071122010006,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p2_n5/attack/evaluations/attempts/20260925T224832-0cf9dd4b8d7c437a80e16de55c961fe9/record.json,334656,7da70a1800468d7d4bc29c526f19f8220204438956f670be095d39a88a68caf2
1,case_047,2,owner_first_r2_w0.2_s8,False,success,False,5.038947871013079,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p2_n5/attack/evaluations/attempts/20260925T224842-b0a5dbb218e644bcbc2986cfd6ea495b/record.json,177471,fb8503dcd14d29a0cf5eeb3a5d0f62926c530dc7332e254e6ae38aab9ff5aac1
1,case_047,2,owner_first_r3_w0.5_s16,False,success,False,7.9474013300205115,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p2_n5/attack/evaluations/attempts/20260925T224848-faf4c63bd885433d960f334b681b7115/record.json,279290,73a67d549cf39e5645cc4f882faf2db3a721618a07aed9d186dd44a7c7b10d18
1,case_047,2,owner_first_r5_w2.0_s8,False,success,False,6.593627628986724,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p2_n5/attack/evaluations/attempts/20260925T224857-41738acdd3734ccebb3aa0bab53ffa28/record.json,257177,df25cc08ea06555133b1371b2a39cb622cb08f6d146f451689a99d637b5ff28b
1,case_047,2,owner_first_r7_w0.02_s2,False,success,False,12.669180370983668,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p2_n5/attack/evaluations/attempts/20260925T224904-c621d6a010954916a552e6393164d89b/record.json,414378,c4ab9605b8493b245529539432bc08fc1b9df1a97a55bfd95868192f31981e63
1,case_047,3,charged_incumbent_replay,True,success,False,6.10182359002647,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p3_n5/attack/evaluations/attempts/20260925T224918-5efd2ba59aa64b9e808a73e20ae81c02/record.json,93047,ba942616f0594f7a5f230241fb5837ea2dfa0b3f5e5879b746771c85ede3e17c
1,case_047,3,owner_first_r0_w0.03_s2,False,success,False,5.650995200994657,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p3_n5/attack/evaluations/attempts/20260925T224924-939dc26133bd406aa5a715f8e58164a1/record.json,181647,28749ae927197304e89644469468a4d3bcda09dc200d42483e7b829778aff9f8
1,case_047,3,owner_first_r1_w0.1_s4,False,success,False,11.560806549998233,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p3_n5/attack/evaluations/attempts/20260925T224930-450e3ec0b5364df0a3c4ffa89d01f1ca/record.json,322874,57395a525e2e399455e36251695575907d7787d7c472baede900398ab911b954
1,case_047,3,owner_first_r2_w0.2_s8,False,success,False,4.979036951990565,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p3_n5/attack/evaluations/attempts/20260925T224943-6897b8fdf64f47039272154c45876585/record.json,176099,fb8503dcd14d29a0cf5eeb3a5d0f62926c530dc7332e254e6ae38aab9ff5aac1
1,case_047,3,owner_first_r3_w0.5_s16,False,success,False,8.148217012989335,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p3_n5/attack/evaluations/attempts/20260925T224948-821a873a423a4bf397c04a01fd1969aa/record.json,271590,73a67d549cf39e5645cc4f882faf2db3a721618a07aed9d186dd44a7c7b10d18
1,case_047,3,owner_first_r5_w2.0_s8,False,success,False,6.541142029018374,,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/运行结果/统一V2_冒进第一轮_20260925/slots/case_047/p3_n5/attack/evaluations/attempts/20260925T224957-ee5c28509a544b9e8590bdeddaf32acc/record.json,255207,df25cc08ea06555133b1371b2a39cb622cb08f6d146f451689a99d637b5ff28b
