case,problem,cores,kind,status,makespan,seconds,plan_sha256,record_sha256,record_path
case_003,2,5,search,success,229393,4.990716544009047,8aba3164d58b9899dbb73eb774e6d77c32693e59e2f483e9f28cc60692ad6079,94cdc84f1b921fdd147eb3afcc9591bc307eca177d82bb92d36506b525efef4f,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_003/p2_n5/v2/evaluations/attempts/20260925T222352-a3fba6dd0fa64472b0bd59d7a93aecdf/record.json
case_003,2,5,search,success,470142,4.439406793011585,1ac889f38f8bdbd9c0e19c5e920496c1f4297df31f2fb6417bdddaa1aca3d78f,db6326d37035d31ca9fca71f33673b6b6c6c8917a3a299f3058ec6412631e4eb,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_003/p2_n5/v2/evaluations/attempts/20260925T222358-c03b11267da84b19b5774efef2df7587/record.json
case_003,3,5,search,success,224720,8.906622537004296,f979f0b6d3fac6b51e58cef738a50d895da0bd8519e4adf5362d62065bc41078,c77f42302cd57ebf49364fb2223f410bf69387c6e9f820e1a164ba46777d42fc,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_003/p3_n5/v2/evaluations/attempts/20260925T222406-6a61887929c0402c83f824e2eac31593/record.json
case_003,3,5,search,success,421107,4.238137102976907,6a37b942a43e1dba104609703c7347c3921e672b07c058ea2865bc98eb4e2ffb,26b87a2b989b002bf23eef53239a5b493959114448a3ee4f1b5f389dd459a259,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_003/p3_n5/v2/evaluations/attempts/20260925T222416-f9482b9ddd2a43b1bf1f1b6f8780b030/record.json
case_003,3,5,search,success,202674,5.445043008978246,44d5d21df407921acfe17e061c06543033faada814b8aea578407119e849a8fc,e52977fb197a10740a48dee23381a93c3ac57d129bcad0044b5682153370113d,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_003/p3_n5/v2/evaluations/attempts/20260925T222420-cf83111eddc040898303d5a5540a133e/record.json
case_003,3,5,search,success,460656,4.2395772370218765,c91e9c2ab12a21da92e7428f5869e201d0e70f1ff24e4406bb5e3ea9d6ef3cfd,36704777dcdc04ef989da28de76de77a113008a65c8dac0519215cc59eed0c12,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_003/p3_n5/v2/evaluations/attempts/20260925T222428-dcf563723eeb4f4fa22cfb95648ef3a5/record.json
case_003,3,5,search,success,193573,6.299059640004998,01b529e8fc54a3fc56729f007d68cc6d3999db933b2fd429865ffa5d1caa68bc,f53eece06960609949636b8c44fad1b463fdc7d2c2834fe8e9e5049e36ed4e77,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_003/p3_n5/v2/evaluations/attempts/20260925T222438-a8e1294f91a54ea099ffd2863f38ad45/record.json
case_003,3,5,search,success,238049,5.545128689002013,ef9ed9f2682f58453e7b933bd21b153208ed7d8be746773d9a79872e8f9ae76b,fbabbbc3ecd62591137ecf558a521d7f5a8638351d64faa2e9904a78b46e3605,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_003/p3_n5/v2/evaluations/attempts/20260925T222444-5992692544924517a1cf0d4c3f7b37ab/record.json
case_003,3,5,search,success,482533,5.189653372013709,9ef5bbaca91e28cf25611b6e52b00ceb6ff9693084da16da637c620b39b4e1e9,0051163f862b63270d62da08f5fa18e743ab24e433f94ee1712ad35032e9b7d2,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_003/p3_n5/v2/evaluations/attempts/20260925T222451-cda424bd5d3e44e4a8ce64a741d11ea9/record.json
case_003,3,5,search,success,478161,4.944354128005216,2cd57f88a0043e94f8d85afd31e3018d05005bbf3df1c532d743f947d82b80b0,bd6aa4f97f14f0d8bebf974f9456f5852fae0531608f086066c45ee9f2ae7194,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_003/p3_n5/v2/evaluations/attempts/20260925T222458-7bcb608d329744f3aa297f2a1b270329/record.json
case_047,1,5,search,success,327868,4.998684457008494,d4e4a0b449c7f141de01a27b6bb693339e2ce70a3b6b50c037f831f352ff5b2b,79b1c8a0f477cadbffd9f1b48fb06670b54bb1249fdd1dcc4ea07aa87af38bd8,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T221832-659c9fbd486d42889b47c278ec55c254/record.json
case_047,1,5,search,success,325387,4.540629049995914,ebdacba4302ed756aa95b00bba1cfda8207355e9068719a4fc2fb63661e345d2,94f69bdc25514ebdd9cf3763122fcc4e7f7ceb44cbfd2b457398784f648a3b51,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T221837-439424bfb7fa4852b5cd77d69b79cb21/record.json
case_047,1,5,search,success,326689,9.304440089996206,2c33a7e43f1dd637f5c480da023aa197ac3c3941577aa4b63dbb7d157d809ebb,5ecd16a3c32dc45562c9484afe7d096040d8a320b3c34605a902db3513618376,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T221844-e836594e83f14eb589a7388ee5d40f3f/record.json
case_047,1,5,search,success,208139,11.911153772001853,dddebbb7ea55c06abaa0c00a5cf50768db83de139f31b1374668fdf78695c3e3,e59fb9f1ac89a097c934fb1f90627d6991f8ad622a3557fb4648b85b2ac9cae0,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T221853-f40f05ea1db14bd6b9bd69dc14410a4b/record.json
case_047,1,5,search,success,224973,8.548211344983429,16ed9127b0e057967dd04c0f260967db53343f2e3cf0480c031035b0a74c1514,e021d8cd512de213ce633188738fd3404911c7e5deb6a5f0def6514559b99102,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T221913-00245f3ea502425786fb3c9526d5b9a5/record.json
case_047,1,5,search,success,210334,11.307909716007998,709deee2670c2d1810df5b4ca245d40377e26620b25f68901b06829d64296be8,03da8e969a989a97053210695ae5afbc9d4cedc7cd77b186b530632f2ee7ee7a,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T221923-616693a927dc4df7af5ce73058078a85/record.json
case_047,1,5,search,success,224918,10.704760510998312,c77758eafbe3edc03dbac38f9ad7c4f920b690198a9b487e2794e2bb6dbae484,df9d6266f9d96a737d39f907d335043da5e8431efff73f24d1c78a1e2c9977e9,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T221935-262c594165644fab9de8e9f1a4669437/record.json
case_047,1,5,search,success,211820,12.510990989016136,4896052310c343953a8fb7768ae58ea2fdce5b49d7a8a5fc87e8a305e803e6ea,1da37cb1961e75e27dbe60cbe0c97d641beab6c8bbe6e7e9e23f60071c1f319f,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p1_n5/v2/evaluations/attempts/20260925T221946-e0b0d277ef524a19859e0f1773aae439/record.json
case_047,2,5,search,success,150018,7.748176636989228,0d8b2bde341ac2abe440b0a06fe1385435e90caf5a1648a4238da2a79de08533,1701c94a24a8fc23d20b7238c049ef167051fb56df1ac779f885a84a3e5c0c2a,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T222001-c022103931954287bdf1c0e8e51211ac/record.json
case_047,2,5,search,success,266268,4.591278970008716,75d9b56b37e1e657db29e9b4e3f8fc5f1bf9bec21b3e27c514fdac3f49ffd0b2,747bdeb2453e2e5e5fbdc458ecccbb7cb25945a689f64560df692bdf2dbc1b56,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T222010-c46e76a241ea463b8057e0a038a9cc97/record.json
case_047,2,5,search,success,122134,4.988904972997261,898a2bff87bac02e93f6456ea5a2da5b309ea8ad4da0d3484871e6d4010b1853,55d8007de1f7cbc56a0566c835abd915391c517a89b62bca4c40e35df2449504,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T222014-14eb52b12ba54df08984ce007ff9fdfd/record.json
case_047,2,5,search,success,273766,4.440180825011339,118ec46b71136aff03bd41316e82402a7e4dbdfd3fe06f6845d1b52ce643622b,143c4b318278f71c95b9773a763074a9bada26711dc474b1a69659c30031d692,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T222021-78b58fd3b45a48adb593e81d97d94766/record.json
case_047,2,5,search,success,154397,4.588205117004691,9f73901e49216c7c5fb3b308d8d0830b85a675a9fbadaa94fb0305b874889ed7,c714b29eec887c0e5951a3c1e65c4ceac91ad508c7f19822265781eba84ceff0,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T222027-f9de6537923c43708eb081241e2a60f4/record.json
case_047,2,5,search,success,156711,4.750469517981401,d981a5e9e2ead1eb233e743027fcc5154c8e369f8fd549d4a30e03de82150843,cbda1e34d3b9e8510aeb62303da29542238469f83ef37d8be1dc3b7b9c4ec43d,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T222032-036febdc4c5d4eb984989c46a0f2ff10/record.json
case_047,2,5,search,success,271059,4.440000989998225,39bdd21c556c34bbb5fd58d0113b3bb3ad8152a6fa35fd4334c85910750defc8,f0e3e7f0ec38505e065fa33237d337ad395575114d9444869f5a1bed50223f03,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T222038-8f6751b96a5b41309c632ebafb7c228a/record.json
case_047,2,5,search,success,257878,4.693684255995322,d457e32ac82166319ee3ef5b3fb9ffed49c351c6a3f0cbaa9998c064e511776c,a3f735cb504c6cf6657620b8d5aa8910b8597512081a3b379a03f101c4b8122e,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p2_n5/v2/evaluations/attempts/20260925T222043-dda8c41b6a32411aa0c408fa764f06b5/record.json
case_047,3,5,search,success,145540,7.701909900992177,0d8b2bde341ac2abe440b0a06fe1385435e90caf5a1648a4238da2a79de08533,807ff94f1ef95f957e366d5d3a026fa5d3f22a6b9382f3f428ae65e23f0e2989,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T222051-43859f1d7f4140eebbf1621e0ec2d8af/record.json
case_047,3,5,search,success,266268,4.737485774996458,a6158b80fa4a484b82bf526f30f8c346bfb8450f42e34a97182f8a5f5849a615,9b0299860b82e1613a64b44fd88ce2a073059ccb03538497b6e9ee5a27409556,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T222059-6015ffb207ee4e95b4c03046583b116f/record.json
case_047,3,5,search,success,120548,4.988485907000722,898a2bff87bac02e93f6456ea5a2da5b309ea8ad4da0d3484871e6d4010b1853,4994aefeeb14b5ac9b0de5115540b1a3b4ff7632e9377b22f383c3eb7702cc2c,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T222104-faaf820a4616461a9ff2236a48b933a7/record.json
case_047,3,5,search,success,273628,4.8888563819928095,e13bbbe7a2b7e612b82a58badac34016f139aada23129053a695d3703189a657,b98c0cacfeb190d35c259e2efdee935c9062f0756e131f4340352b8b4be40588,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T222111-58120b10e81a4fef839f9f07ba10c3ae/record.json
case_047,3,5,search,success,118853,8.091730242973426,e88eb01746ea5f26b79387d962fc76d57882ff61ad6a85bfddbeac1e2fc07d5a,b4fc8bd79748f545294ea85a9c4b5ca682f8859e8d0771eadf1082198d2c4745,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T222129-9196ec284eca467bb4387da86af503ff/record.json
case_047,3,5,search,success,273708,6.603034032974392,118ec46b71136aff03bd41316e82402a7e4dbdfd3fe06f6845d1b52ce643622b,e79c736a71fbcadf57803336b7a3584f86392a97f5ce01c9d458c6bda5318b5d,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T222137-36ff8019ae284b9ea4f1df88e3b495ea/record.json
case_047,3,5,search,success,266268,5.492662192002172,75d9b56b37e1e657db29e9b4e3f8fc5f1bf9bec21b3e27c514fdac3f49ffd0b2,a93f7b59430b04c46f368926ccc8e8c3951fe3f9d915c4a949bb68d759a5f5e6,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T222144-0b50e507bfd74e879395b67b85043686/record.json
case_047,3,5,search,success,155764,5.70616362002329,2ad210f977a139237ad2680f0ac00e0983d573c158dbce79ac3f2c08f3809c49,11d54295878f2f2fd1b92abefed008b6f8e113c284795eb62702a73214d1284b,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_047/p3_n5/v2/evaluations/attempts/20260925T222150-d4139c2ffe5b432e804839f6764be61e/record.json
case_053,1,5,search,success,492699,34.477810473006684,44dc64a53b6d15dd30427ab3f45328c710310ed2d06ae7751bbcbcc16a79cf27,a62be9059d83c093031e47ade8c1f07a7f3240aa9f238b0ec0b9fb626e437c56,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_053/p1_n5/v2/evaluations/attempts/20260925T222509-152bb900c4994b6ab64a17c6fa58f937/record.json
case_053,1,5,search,success,680789,20.043172015983146,adcf7db6cc4ad7debf867e9b85de55372df8e743c94562c0cc50908a4926e094,ec792e020526dd7fcada42e3708790469135b80932c1ef93fc4c1a8101b86546,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_053/p1_n5/v2/evaluations/attempts/20260925T222544-d48a7c5ecf924410b8ecc204d12170c6/record.json
case_053,1,5,search,success,494531,7.100392822001595,79901e6e3e8060141acf498c4f3c4341983200d24019b6ec12d5f84385c751be,1b561dce9c18240d175f7ffca5220861c8a672bd215efb8b47e2573b1ee7e178,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_053/p1_n5/v2/evaluations/attempts/20260925T222606-04984f4555064388b9b124d0f532dad4/record.json
case_053,1,5,search,success,492699,32.98374269498163,dc1a7680f0d531197b35fe09d65b49dc1f36b24737b9760914f23fdcbfad122e,a6cca9a67944b2898aec65ee74c3192b90eb7b4bd6ef07123bb798b510a60af1,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_053/p1_n5/v2/evaluations/attempts/20260925T222614-cd7e8e7c5d3a49b99556e626ab911664/record.json
case_053,2,5,search,success,492699,4.190556438989006,44dc64a53b6d15dd30427ab3f45328c710310ed2d06ae7751bbcbcc16a79cf27,720d3c18e8375b2b248bd8ba416492aef929c73ca1244b5b6d78c7a6d60c8ddf,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_053/p2_n5/v2/evaluations/attempts/20260925T222658-3f07c988606943cf8e61a879486f3e39/record.json
case_053,2,5,search,success,420197,5.440830437000841,d52651cd6ef6d330e02154bbe5b55c53e3a2434a9e2dd12fccbbb10e71886c0d,aaf1d1fa7eae6800726158328b6372ff174e84bed5090395553acfa5188c51b2,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_053/p2_n5/v2/evaluations/attempts/20260925T222702-32387afc4dbd42a1bacc7e161d86888c/record.json
case_053,2,5,search,success,507577,9.56142619298771,013187202a9b1c20564a88379ba3046f6085508c30a918f32d6cd97074165988,1be1cb13297c42edfcf43aa1d8fb736f926cdd839f6206b4dbd296f0e5f7f26e,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_053/p2_n5/v2/evaluations/attempts/20260925T222708-209cb86a84fc4ee3ba814931b8d79145/record.json
case_053,2,5,search,success,583299,4.440747059008572,4f57bc0d4e8c4c7ed5f07873078eee2ae9a23dac6e7e9e7fa10f4d9f3fe6d849,8909b92e8811eb851887f5ae05af1b9891189a4d665bc7d329d9c06560697624,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_053/p2_n5/v2/evaluations/attempts/20260925T222719-93942a0974424026a603411df0e8e7bf/record.json
case_053,2,5,search,success,425461,6.310781648004195,b3fe92079e63572008626016b8d9a4fd96ea4f336361e66765a48377825f1651,dad007bbcb7fe8471cde30905529033b524a503f872e81a5c4e8ed911b775c4f,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_053/p2_n5/v2/evaluations/attempts/20260925T222725-7b70190344814e76b9f13b5048dc0743/record.json
case_053,2,5,search,success,583299,4.789332579995971,f0216b358ac61f58be02a8a67f7609d908f00bebee166b609b3a831aa372dbc6,67897ddb6d29e675eea47f73ea961eef53f82eef2a040defe2ed0a7bbc3e3f47,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_053/p2_n5/v2/evaluations/attempts/20260925T222732-78644fbcb80b4e6eba1167b1ef115921/record.json
case_053,2,5,search,success,577667,3.995824048994109,6918ae938047fea2f78dd6dc74beca62931793f622643eee0860cc47eb23e599,d0b71ac89397485c48ca08d460343ec43b088dec0fe32f4b1acce9d0df9fbd08,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_053/p2_n5/v2/evaluations/attempts/20260925T222737-c8e7cb1cca8e483898c3be8b8dc1662f/record.json
case_053,2,5,search,success,538319,4.390419529983774,154ba5a082c3d39a2978c9b9397527bb4b241b5e802080d958ffabefc33ecd3c,6779ceae22ea63c9afdd667ac3c0f26573c737478ff35e2374272ddf3222cee9,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_053/p2_n5/v2/evaluations/attempts/20260925T222743-84c8aefc67a74c9db6887bae6a8a78c8/record.json
case_053,3,5,search,success,492699,4.543270756024867,44dc64a53b6d15dd30427ab3f45328c710310ed2d06ae7751bbcbcc16a79cf27,cde67e8f8dd5ebd9f94d27ba4d6dfb0a56e6c84229b1bca229bd563998d43c2f,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_053/p3_n5/v2/evaluations/attempts/20260925T222753-a6ce910c6380402b9ebaf39df28ff54e/record.json
case_053,3,5,search,success,468447,5.994592631992418,04f3293d7bf748cc6b968b138fd4b19d73c98ebe4c4a9ac9d51f91c15e3044fe,f2e7aa7f2ae8f188b05f1bb10e614ae4d55ff061687316566de18dac7bf2d4a9,/home/konglingrui/.mathmodel/questionA/统一V2宽筛冻结区/A题研究/直接迭代/运行结果/统一V2_C批_100图宽筛_20260925_v2/slots/case_053/p3_n5/v2/evaluations/attempts/20260925T222758-20ceb9ccb4384e488e91555d92df7eaf/record.json
