case,problem,cores,method,status,makespan,logical_calls,new_calls,elapsed_seconds,stop_reason,failed_calls,generation_errors,summary_path
case_060,3,5,wide_legacy,success,160246,12,12,14.154722291976213,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_060/p3_n5/wide_legacy/summary.json
case_060,3,5,budget_beam,success,160246,12,12,18.446527541964315,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_060/p3_n5/budget_beam/summary.json
case_058,2,5,budget_beam,success,932997,12,12,76.26784787501674,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_058/p2_n5/budget_beam/summary.json
case_009,3,5,local_legacy,success,72906,12,12,15.76104116695933,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_009/p3_n5/local_legacy/summary.json
case_058,3,5,wide_legacy,success,898391,12,12,71.13790974998847,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_058/p3_n5/wide_legacy/summary.json
case_094,3,5,local_legacy,success,16243,12,12,2.436180458054878,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_094/p3_n5/local_legacy/summary.json
case_074,2,5,baseline,success,333090,12,12,7.788193500018679,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_074/p2_n5/baseline/summary.json
case_060,3,5,baseline,success,160258,12,12,10.361229000031017,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_060/p3_n5/baseline/summary.json
case_094,3,5,wide_legacy,success,16243,12,12,2.4493138340767473,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_094/p3_n5/wide_legacy/summary.json
case_009,2,5,baseline,success,52200,12,12,10.771219125017524,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_009/p2_n5/baseline/summary.json
case_029,3,5,baseline,success,9383,12,12,2.2219760000007227,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_029/p3_n5/baseline/summary.json
case_029,3,5,budget_beam,success,9383,12,12,2.6060363750439137,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_029/p3_n5/budget_beam/summary.json
case_021,3,5,baseline,success,1249311,12,12,10.36229404201731,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_021/p3_n5/baseline/summary.json
case_094,2,5,budget_greedy,success,17465,12,12,2.4986772909760475,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_094/p2_n5/budget_greedy/summary.json
case_021,2,5,local_legacy,success,1250168,12,12,10.704239125014283,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_021/p2_n5/local_legacy/summary.json
case_029,2,5,budget_beam,success,9383,12,12,2.5395974999992177,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_029/p2_n5/budget_beam/summary.json
case_029,3,5,budget_greedy,success,9383,12,12,2.6320159590104595,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_029/p3_n5/budget_greedy/summary.json
case_040,2,5,budget_greedy,success,103922,12,12,8.334553209017031,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_040/p2_n5/budget_greedy/summary.json
case_029,2,5,budget_greedy,success,9383,12,12,2.585469833924435,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_029/p2_n5/budget_greedy/summary.json
case_029,3,5,wide_legacy,success,9383,12,12,2.2061508329352364,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_029/p3_n5/wide_legacy/summary.json
case_021,3,5,budget_greedy,success,1249311,12,12,15.821472625015303,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_021/p3_n5/budget_greedy/summary.json
case_009,2,5,local_legacy,success,77091,12,12,13.805913874995895,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_009/p2_n5/local_legacy/summary.json
case_040,3,5,budget_beam,success,93564,12,12,9.390777958906256,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_040/p3_n5/budget_beam/summary.json
case_058,2,5,local_legacy,success,911208,12,12,56.89426704205107,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_058/p2_n5/local_legacy/summary.json
case_058,3,5,budget_greedy,success,910680,12,12,80.48100120795425,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_058/p3_n5/budget_greedy/summary.json
case_040,2,5,baseline,success,100854,12,12,5.559423124999739,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_040/p2_n5/baseline/summary.json
case_094,3,5,budget_beam,success,16243,12,12,2.594048082944937,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_094/p3_n5/budget_beam/summary.json
case_060,2,5,budget_beam,success,164455,12,12,17.91828345891554,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_060/p2_n5/budget_beam/summary.json
case_029,3,5,local_legacy,success,9383,12,12,2.229254375095479,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_029/p3_n5/local_legacy/summary.json
case_009,3,5,baseline,success,72876,12,12,11.594675416010432,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_009/p3_n5/baseline/summary.json
case_021,3,5,budget_beam,success,1249380,12,12,16.615055916947313,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_021/p3_n5/budget_beam/summary.json
case_009,2,5,budget_beam,success,75349,12,12,18.25720883300528,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_009/p2_n5/budget_beam/summary.json
case_074,3,5,baseline,success,326680,12,12,8.753524707979523,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_074/p3_n5/baseline/summary.json
case_074,3,5,wide_legacy,success,326680,12,12,11.335362582933158,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_074/p3_n5/wide_legacy/summary.json
case_009,3,5,wide_legacy,success,72906,12,12,15.682526458054781,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_009/p3_n5/wide_legacy/summary.json
case_029,2,5,local_legacy,success,9383,12,12,2.370028791949153,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_029/p2_n5/local_legacy/summary.json
case_060,3,5,budget_greedy,success,160246,12,12,18.8123306670459,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_060/p3_n5/budget_greedy/summary.json
case_021,2,5,budget_greedy,success,1250168,12,12,14.979161708033644,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_021/p2_n5/budget_greedy/summary.json
case_074,2,5,local_legacy,success,329790,12,12,10.385316499974579,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_074/p2_n5/local_legacy/summary.json
case_040,2,5,budget_beam,success,103922,12,12,8.385351708042435,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_040/p2_n5/budget_beam/summary.json
case_058,3,5,baseline,success,912018,12,12,48.99566929205321,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_058/p3_n5/baseline/summary.json
case_058,2,5,budget_greedy,success,932997,12,12,73.92892058298457,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_058/p2_n5/budget_greedy/summary.json
case_021,2,5,wide_legacy,success,1250168,12,12,11.068350458983332,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_021/p2_n5/wide_legacy/summary.json
case_009,3,5,budget_beam,success,72912,12,12,18.54424341605045,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_009/p3_n5/budget_beam/summary.json
case_060,3,5,local_legacy,success,160246,12,12,14.846636416972615,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_060/p3_n5/local_legacy/summary.json
case_060,2,5,baseline,success,164455,12,12,9.804873042041436,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_060/p2_n5/baseline/summary.json
case_074,2,5,wide_legacy,success,329790,12,12,10.701826166943647,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_074/p2_n5/wide_legacy/summary.json
case_060,2,5,wide_legacy,success,164455,12,12,13.309354417026043,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_060/p2_n5/wide_legacy/summary.json
case_094,2,5,baseline,success,17755,12,12,1.7757726669078693,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_094/p2_n5/baseline/summary.json
case_094,2,5,wide_legacy,success,17465,12,12,2.142838249914348,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_094/p2_n5/wide_legacy/summary.json
case_060,2,5,local_legacy,success,164455,12,12,13.253735208068974,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_060/p2_n5/local_legacy/summary.json
case_009,3,5,budget_greedy,success,72912,12,12,18.696138874976896,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_009/p3_n5/budget_greedy/summary.json
case_074,2,5,budget_beam,success,329790,12,12,13.561668416950852,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_074/p2_n5/budget_beam/summary.json
case_040,2,5,wide_legacy,success,103829,12,12,7.1211602500407025,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_040/p2_n5/wide_legacy/summary.json
case_094,3,5,budget_greedy,success,16243,12,12,2.6165807500947267,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_094/p3_n5/budget_greedy/summary.json
case_058,2,5,baseline,success,933280,12,12,47.06890908302739,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_058/p2_n5/baseline/summary.json
case_040,2,5,local_legacy,success,103829,12,12,7.079109417041764,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_040/p2_n5/local_legacy/summary.json
case_009,2,5,budget_greedy,success,75349,12,12,17.889232832938433,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_009/p2_n5/budget_greedy/summary.json
case_021,2,5,budget_beam,success,1250168,12,12,14.87447683303617,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_021/p2_n5/budget_beam/summary.json
case_040,3,5,baseline,success,93482,12,12,6.277680207975209,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_040/p3_n5/baseline/summary.json
case_074,3,5,budget_beam,success,326679,12,12,14.34916916594375,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_074/p3_n5/budget_beam/summary.json
case_058,3,5,budget_beam,success,910579,12,12,80.64403550000861,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_058/p3_n5/budget_beam/summary.json
case_029,2,5,wide_legacy,success,9383,12,12,2.1830129170557484,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_029/p2_n5/wide_legacy/summary.json
case_040,3,5,wide_legacy,success,93494,12,12,8.243805999984033,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_040/p3_n5/wide_legacy/summary.json
case_040,3,5,budget_greedy,success,93494,12,12,9.277222333010286,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_040/p3_n5/budget_greedy/summary.json
case_060,2,5,budget_greedy,success,164455,12,12,18.138841875013895,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_060/p2_n5/budget_greedy/summary.json
case_074,3,5,local_legacy,success,326679,12,12,11.779532665968873,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_074/p3_n5/local_legacy/summary.json
case_058,3,5,local_legacy,success,898391,12,12,62.802406916976906,call_budget,0,0,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23验证_v2/slots/case_058/p3_n5/local_legacy/summary.json
