case,problem,method,call,family,parent_record,parent_span,best_before,alternative_parent,strictly_worse_parent,status,time_improved,span
case_096,1,integrated,7,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_096/p1_n5/integrated/evaluations/attempts/20260925T191736-19ee37214aec4c21b6871d6e593e69dc/record.json,27019,27019,False,False,success,False,27072
case_096,1,integrated,8,structure,,,27019,False,False,success,False,29532
case_096,1,integrated,9,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_096/p1_n5/integrated/evaluations/attempts/20260925T191736-19ee37214aec4c21b6871d6e593e69dc/record.json,27019,27019,False,False,success,True,24966
case_096,1,integrated,10,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_096/p1_n5/integrated/evaluations/attempts/20260925T191737-44946e147d4141fc8c39a67ad1a7a350/record.json,24966,24966,False,False,success,False,24967
case_096,1,integrated,11,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_096/p1_n5/integrated/evaluations/attempts/20260925T191737-44946e147d4141fc8c39a67ad1a7a350/record.json,24966,24966,False,False,success,False,25556
case_096,1,integrated,12,structure,,,24966,False,False,success,False,29532
case_073,1,integrated,7,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_073/p1_n5/integrated/evaluations/attempts/20260925T191923-098a5705b25a48f4bac96d497b363089/record.json,3517515,3517515,False,False,success,True,3381994
case_073,1,integrated,8,structure,,,3381994,False,False,success,False,4565500
case_073,1,integrated,9,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_073/p1_n5/integrated/evaluations/attempts/20260925T191934-06925535f1c744eca4dc392d19516b33/record.json,3381994,3381994,False,False,success,True,3305951
case_073,1,integrated,10,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_073/p1_n5/integrated/evaluations/attempts/20260925T191937-e773190b67164298a64091fad5a57d01/record.json,3305951,3305951,False,False,success,True,3297112
case_073,1,integrated,11,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_073/p1_n5/integrated/evaluations/attempts/20260925T191938-6cc5ba48cf004fba92b847b78050a147/record.json,3297112,3297112,False,False,success,True,3218828
case_073,1,integrated,12,structure,,,3218828,False,False,success,False,3930987
case_032,1,integrated,7,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_032/p1_n5/integrated/evaluations/attempts/20260925T191941-82e49c9cad1d47cab1b14a0e09fd2b49/record.json,10415,10415,False,False,success,False,11122
case_032,1,integrated,8,structure,,,10415,False,False,success,False,11010
case_032,1,integrated,9,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_032/p1_n5/integrated/evaluations/attempts/20260925T191941-82e49c9cad1d47cab1b14a0e09fd2b49/record.json,10415,10415,False,False,success,False,10415
case_032,1,integrated,10,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_032/p1_n5/integrated/evaluations/attempts/20260925T191941-82e49c9cad1d47cab1b14a0e09fd2b49/record.json,10415,10415,False,False,success,False,11467
case_032,1,integrated,11,structure,,,10415,False,False,success,False,14274
case_032,1,integrated,12,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_032/p1_n5/integrated/evaluations/attempts/20260925T191941-82e49c9cad1d47cab1b14a0e09fd2b49/record.json,10415,10415,False,False,success,False,10586
case_023,1,integrated,6,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_023/p1_n5/integrated/evaluations/attempts/20260925T191945-9169ccae48ed4951969bde80079cd9a1/record.json,23846,23846,False,False,success,False,24872
case_023,1,integrated,7,structure,,,23846,False,False,success,False,30838
case_023,1,integrated,8,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_023/p1_n5/integrated/evaluations/attempts/20260925T191945-9169ccae48ed4951969bde80079cd9a1/record.json,23846,23846,False,False,success,False,25124
case_023,1,integrated,9,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_023/p1_n5/integrated/evaluations/attempts/20260925T191945-9169ccae48ed4951969bde80079cd9a1/record.json,23846,23846,False,False,success,False,24456
case_023,1,integrated,10,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_023/p1_n5/integrated/evaluations/attempts/20260925T191945-9169ccae48ed4951969bde80079cd9a1/record.json,23846,23846,False,False,success,False,25536
case_023,1,integrated,11,structure,,,23846,False,False,success,False,31518
case_023,1,integrated,12,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_023/p1_n5/integrated/evaluations/attempts/20260925T191945-9169ccae48ed4951969bde80079cd9a1/record.json,23846,23846,False,False,success,False,24873
case_031,1,integrated,7,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_031/p1_n5/integrated/evaluations/attempts/20260925T191948-5cc61d62821e430ebbdc0feabdc21741/record.json,306213,306213,False,False,success,True,298142
case_031,1,integrated,8,structure,,,298142,False,False,success,False,327868
case_031,1,integrated,9,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_031/p1_n5/integrated/evaluations/attempts/20260925T192006-a3063ed00f2445b8b4dea5f7cc52e332/record.json,298142,298142,False,False,success,False,300020
case_031,1,integrated,10,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_031/p1_n5/integrated/evaluations/attempts/20260925T192006-a3063ed00f2445b8b4dea5f7cc52e332/record.json,298142,298142,False,False,success,True,296108
case_031,1,integrated,11,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_031/p1_n5/integrated/evaluations/attempts/20260925T192015-de00ffd448944a1492a8c2fb9d77cfd6/record.json,296108,296108,False,False,success,False,297387
case_031,1,integrated,12,structure,,,296108,False,False,success,False,306536
case_040,1,integrated,7,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_040/p1_n5/integrated/evaluations/attempts/20260925T192028-a482bed96ac44d2fbc24574a5f351a7c/record.json,110105,110105,False,False,success,True,94651
case_040,1,integrated,8,structure,,,94651,False,False,success,False,111449
case_040,1,integrated,9,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_040/p1_n5/integrated/evaluations/attempts/20260925T192031-a70f2325d3d54ec18b310478daff3d5a/record.json,94651,94651,False,False,success,False,112475
case_040,1,integrated,10,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_040/p1_n5/integrated/evaluations/attempts/20260925T192031-a70f2325d3d54ec18b310478daff3d5a/record.json,94651,94651,False,False,success,False,94651
case_040,1,integrated,11,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_040/p1_n5/integrated/evaluations/attempts/20260925T192031-a70f2325d3d54ec18b310478daff3d5a/record.json,94651,94651,False,False,success,True,87145
case_040,1,integrated,12,structure,,,87145,False,False,success,False,120053
case_027,1,integrated,7,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_027/p1_n5/integrated/evaluations/attempts/20260925T192035-69dda8438b2d4f3390be27e1b70ecaa3/record.json,558753,558753,False,False,success,True,474514
case_027,1,integrated,8,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_027/p1_n5/integrated/evaluations/attempts/20260925T192037-04aadf006a1a48429d6d9ff6796553ab/record.json,474514,474514,False,False,success,False,491091
case_027,1,integrated,9,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_027/p1_n5/integrated/evaluations/attempts/20260925T192037-04aadf006a1a48429d6d9ff6796553ab/record.json,474514,474514,False,False,success,True,473151
case_027,1,integrated,10,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_027/p1_n5/integrated/evaluations/attempts/20260925T192039-fb0ea988fc024810bf8ce83482fb3c5c/record.json,473151,473151,False,False,success,False,491091
case_027,1,integrated,11,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_027/p1_n5/integrated/evaluations/attempts/20260925T192039-fb0ea988fc024810bf8ce83482fb3c5c/record.json,473151,473151,False,False,success,False,473616
case_027,1,integrated,12,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_027/p1_n5/integrated/evaluations/attempts/20260925T192039-fb0ea988fc024810bf8ce83482fb3c5c/record.json,473151,473151,False,False,success,False,474585
case_035,1,integrated,7,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_035/p1_n5/integrated/evaluations/attempts/20260925T192044-8852252e58724a1f90ea9a26db9bb7ec/record.json,95424,95424,False,False,success,False,96227
case_035,1,integrated,8,structure,,,95424,False,False,success,False,96914
case_035,1,integrated,9,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_035/p1_n5/integrated/evaluations/attempts/20260925T192044-8852252e58724a1f90ea9a26db9bb7ec/record.json,95424,95424,False,False,success,False,95994
case_035,1,integrated,10,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_035/p1_n5/integrated/evaluations/attempts/20260925T192044-8852252e58724a1f90ea9a26db9bb7ec/record.json,95424,95424,False,False,success,False,95424
case_035,1,integrated,11,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_035/p1_n5/integrated/evaluations/attempts/20260925T192051-ac85f2d820c446b992a91151c6f171c6/record.json,95424,95424,False,False,success,False,96227
case_035,1,integrated,12,structure,,,95424,False,False,success,True,90079
case_092,1,integrated,7,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_092/p1_n5/integrated/evaluations/attempts/20260925T191949-9236c1e7e80649899af655434c94a59b/record.json,1618214,1618214,False,False,success,False,1647120
case_092,1,integrated,8,structure,,,1618214,False,False,success,False,1974156
case_092,1,integrated,9,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_092/p1_n5/integrated/evaluations/attempts/20260925T191949-9236c1e7e80649899af655434c94a59b/record.json,1618214,1618214,False,False,success,False,1636782
case_092,1,integrated,10,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_092/p1_n5/integrated/evaluations/attempts/20260925T191949-9236c1e7e80649899af655434c94a59b/record.json,1618214,1618214,False,False,success,False,1870693
case_092,1,integrated,11,joint,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_092/p1_n5/integrated/evaluations/attempts/20260925T191949-9236c1e7e80649899af655434c94a59b/record.json,1618214,1618214,False,False,timeout,False,
