batch,case,method,candidate,joint_stage,mechanism,status,makespan,accepted,cache_hit,record
P3读序开发_v1,case_094,read_order,t1_w32_leader,,advance_existing_leader,success,20508,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-6b03362454594bbfa754acf2d53bff66/record.json
P3读序开发_v1,case_094,read_order,t1_w32_work,,independent_work_before_follower,success,20743,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-b19862c751c046b0a83c9e7b9a378095/record.json
P3读序开发_v1,case_094,read_order,t0_w128_advance,,advance_critical_consumer,success,20308,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-26cac6a997fc4238836fedd6df9b2924/record.json
P3读序开发_v1,case_094,read_order,t1_w128_work,,independent_work_before_follower,success,20647,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-b664b142318848ff99b47e7c6e51c9d1/record.json
P3读序开发_v1,case_094,read_order,t1_w8_advance,,advance_critical_consumer,success,20726,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-cb4cb100c5704877be0eaf0458acd95d/record.json
P3读序开发_v1,case_094,read_order,t7_w8_leader,,advance_existing_leader,success,20662,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-ccf6f68284bf4e2a980966bd031a7027/record.json
P3读序开发_v1,case_094,read_order,t2_w8_work,,independent_work_before_follower,success,20726,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-43393fcc06db446d808e99ad6f4f2ccf/record.json
P3读序开发_v1,case_010,read_order,observed_order_control,,reencoding_control,success,18678,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-2a91dd1e5f8448a18c2138ec78f83acb/record.json
P3读序开发_v1,case_010,read_order,t0_w8_advance,,advance_critical_consumer,success,18678,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-8875bc1ac7b44e22b9aef6fa4cfb00e8/record.json
P3读序开发_v1,case_010,read_order,t1_w8_advance,,advance_critical_consumer,success,18678,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-44ecb9dea2a44e8d8a98af080bbed373/record.json
P3读序开发_v1,case_010,read_order,t3_w8_advance,,advance_critical_consumer,success,18678,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-a8ac67a765884b6489f9f7962ba43d43/record.json
P3读序开发_v1,case_010,read_order,t6_w8_advance,,advance_critical_consumer,success,19189,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-a42e53b484404b65bb6b98285c121112/record.json
P3读序开发_v1,case_010,read_order,t7_w8_advance,,advance_critical_consumer,success,18689,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-0a514107af8443008968e6f8e3d55103/record.json
P3读序开发_v1,case_070,read_order,observed_order_control,,reencoding_control,success,27693,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-8896facb6ea348bcaf9d028aa216230f/record.json
P3读序开发_v1,case_070,read_order,t0_w8_advance,,advance_critical_consumer,success,27693,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-81f8d19c975e40e5a77e615c96766c2c/record.json
P3读序开发_v1,case_070,read_order,t1_w8_work,,independent_work_before_follower,success,27693,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-ba0ca4c2415b4e3d9ed3254a8020dc4b/record.json
P3读序开发_v1,case_070,read_order,t5_w8_leader,,advance_existing_leader,success,27693,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-ee3f224110d34d4eb09f1838010f0eaf/record.json
P3读序开发_v1,case_070,read_order,t0_w32_advance,,advance_critical_consumer,success,26655,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-bd318b1d47654d02a044483bce4d3e97/record.json
P3读序开发_v1,case_070,read_order,t1_w32_work,,independent_work_before_follower,success,27672,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-c3f9a84fde6f4a61a8368e5a0885e752/record.json
P3读序开发_v1,case_070,read_order,t5_w32_leader,,advance_existing_leader,success,27693,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-c0e6e4dc9a934903a85dde6d89a46402/record.json
P3读序开发_v1,case_070,read_order,t1_w128_advance,,advance_critical_consumer,success,26655,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-f280889e452a4973aa421182c02fb829/record.json
P3读序开发_v1,case_070,read_order,t1_w128_work,,independent_work_before_follower,success,27672,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-04d9b903939d417c9f9e0cb169b0c7d4/record.json
P3读序开发_v1,case_070,read_order,t1_w8_advance,,advance_critical_consumer,success,27692,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-ae8fbfd82f7144af859ad44886ae9097/record.json
P3读序开发_v1,case_070,read_order,t2_w8_work,,independent_work_before_follower,success,27693,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-c537697a554c49dab0296e800722c4da/record.json
P3读序开发_v1,case_070,read_order,t6_w8_leader,,advance_existing_leader,success,26655,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-4451232f9fa74b5eb58809e1fc5420d1/record.json
P3读序开发_v1,case_015,read_order,observed_order_control,,reencoding_control,success,43242,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-3c4f999363e44a71afd14ddbae6ab35b/record.json
P3读序开发_v1,case_015,read_order,t0_w8_work,,independent_work_before_follower,success,45658,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-dfd17f32f8724775bb2429beebb08b0f/record.json
P3读序开发_v1,case_015,read_order,t1_w8_advance,,advance_critical_consumer,success,43242,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-a43e53fa52874fd4957ffbbd1427fc4c/record.json
P3读序开发_v1,case_015,read_order,t2_w8_leader,,advance_existing_leader,success,43242,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-40f30fdb86e44fa68b1782eb0ac09266/record.json
P3读序开发_v1,case_015,read_order,t0_w32_work,,independent_work_before_follower,success,43431,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111839-661f48b8fd27486e80038a61a569f82f/record.json
P3读序开发_v1,case_015,read_order,t1_w32_advance,,advance_critical_consumer,success,43242,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-e084420b5de84b67967c2456c4c2fbba/record.json
P3读序开发_v1,case_015,read_order,t0_w128_work,,independent_work_before_follower,success,42588,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-ff5131cef7684ca0927bd2b757258448/record.json
P3读序开发_v1,case_015,read_order,t1_w8_work,,independent_work_before_follower,success,45515,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-4bda6288060848a992e231a89faa7f7d/record.json
P3读序开发_v1,case_015,read_order,t2_w8_advance,,advance_critical_consumer,success,44610,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-9943077466fa489da813c0b98e92e403/record.json
P3读序开发_v1,case_015,read_order,t1_w32_work,,independent_work_before_follower,success,43688,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-deea2aef0db443a789661374961b1741/record.json
P3读序开发_v1,case_015,read_order,t3_w32_advance,,advance_critical_consumer,success,44257,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-b343be9221be4ea593048a83938c1ec9/record.json
P3读序开发_v1,case_015,read_order,t1_w128_work,,independent_work_before_follower,success,43242,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-735647028fec4347a609357f168a72e1/record.json
P3读序开发_v1,case_017,read_order,observed_order_control,,reencoding_control,success,32681,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-e3fa6e3e1ef64c4e8b36c542702b98ed/record.json
P3读序开发_v1,case_017,read_order,t0_w8_work,,independent_work_before_follower,success,32681,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111840-4db4ab3f05524f5180f8fa69c85a1560/record.json
P3读序开发_v1,case_017,read_order,t1_w8_advance,,advance_critical_consumer,success,32681,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-0a6dbd0b6a3243d3b7dcd4b741041ecb/record.json
P3读序开发_v1,case_017,read_order,t1_w8_leader,,advance_existing_leader,success,32681,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-d7862d30b86941c4a35495b1fa96ad0b/record.json
P3读序开发_v1,case_017,read_order,t0_w32_work,,independent_work_before_follower,success,32681,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-d8ab144592b94c36aa3949bccddab623/record.json
P3读序开发_v1,case_017,read_order,t0_w128_work,,independent_work_before_follower,success,32681,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-385dcf957b79406a959b0a05534d8f89/record.json
P3读序开发_v1,case_017,read_order,t1_w8_work,,independent_work_before_follower,success,32681,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-f4f03dbfb4104a78a2147d5e37072bc7/record.json
P3读序开发_v1,case_017,read_order,t7_w8_advance,,advance_critical_consumer,success,32681,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-98af64c4260340eb861cc315ce18c3b2/record.json
P3读序开发_v1,case_017,read_order,t1_w32_work,,independent_work_before_follower,success,32681,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-2cc539b29c41473982ef9a41dd05be04/record.json
P3读序开发_v1,case_017,read_order,t1_w128_work,,independent_work_before_follower,success,32681,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-f9a101639ee9430394364a6097b2eb76/record.json
P3读序开发_v1,case_017,read_order,t2_w8_work,,independent_work_before_follower,success,32681,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-85315fa32bdc4e2da1d902f15dfd492d/record.json
P3读序开发_v1,case_017,read_order,t2_w32_work,,independent_work_before_follower,success,32681,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-b87c193b8b76433691106140ac0a00e1/record.json
P3读序开发_v1,case_090,read_order,observed_order_control,,reencoding_control,success,242232,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-d05bf0a1390a4e639335d8804b854030/record.json
P3读序开发_v1,case_090,read_order,t0_w8_advance,,advance_critical_consumer,success,242234,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-bb7cbb9d76d74466ab91df0d28571c38/record.json
P3读序开发_v1,case_090,read_order,t0_w8_leader,,advance_existing_leader,success,239522,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111841-465b64a8587649709bb1a2bba32c3ecd/record.json
P3读序开发_v1,case_090,read_order,t0_w8_work,,independent_work_before_follower,success,239533,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-39fa0fe51c83400a9645a56178dc966f/record.json
P3读序开发_v1,case_090,read_order,t0_w32_advance,,advance_critical_consumer,success,241511,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-44979399996d4230bdc97e0985f1d12d/record.json
P3读序开发_v1,case_090,read_order,t0_w32_leader,,advance_existing_leader,success,239622,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-3720afa5721b43ac9d2903066b90115d/record.json
P3读序开发_v1,case_090,read_order,t0_w32_work,,independent_work_before_follower,success,239716,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-9c36ee21a88a4fe8b41b9738ad1b9205/record.json
P3读序开发_v1,case_090,read_order,t0_w128_advance,,advance_critical_consumer,success,266431,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-aaa90eb6bd8f4fa389d77053604e710f/record.json
P3读序开发_v1,case_090,read_order,t0_w128_leader,,advance_existing_leader,success,258821,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-b3d544bf93f247dfae9cea90a7bd80b5/record.json
P3读序开发_v1,case_090,read_order,t1_w8_advance,,advance_critical_consumer,success,242170,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-f310db72ebc74e7d986513b598eb1914/record.json
P3读序开发_v1,case_090,read_order,t3_w8_leader,,advance_existing_leader,success,236717,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111844-5b0bba567b9b46f5bb0a66c4ea37ac43/record.json
P3读序开发_v1,case_090,read_order,t1_w8_work,,independent_work_before_follower,success,236399,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111844-c354646a625a40f3ab7201276fef6b36/record.json
P3读序开发_v1,case_001,read_order,observed_order_control,,reencoding_control,success,47502,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111844-ee742d7bb6954d8a88f8ae1b8a2dd19b/record.json
P3读序开发_v1,case_008,read_order,observed_order_control,,reencoding_control,success,55855,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111844-713bc3cd4e304f8dbee26ba4aae06329/record.json
P3读序开发_v1,case_004,read_order,observed_order_control,,reencoding_control,success,81107,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-d2b2833256bf48348392a21a50cf0f47/record.json
P3读序开发_v1,case_004,read_order,t0_w8_work,,independent_work_before_follower,success,81107,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111842-da404127127b4bb6b10f50e2b0fa0145/record.json
P3读序开发_v1,case_004,read_order,t5_w8_advance,,advance_critical_consumer,success,81107,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-727d952e04c2473a9c471f1e15d80271/record.json
P3读序开发_v1,case_004,read_order,t5_w8_leader,,advance_existing_leader,success,81350,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-725ea2d4982a4103b92e7c728e4cd4ec/record.json
P3读序开发_v1,case_004,read_order,t0_w32_work,,independent_work_before_follower,success,90260,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-905b948ec6734cebb2e082992e91eed5/record.json
P3读序开发_v1,case_004,read_order,t5_w32_advance,,advance_critical_consumer,success,81107,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-17cfc1e7c2cf40f2a962901b635f34ff/record.json
P3读序开发_v1,case_004,read_order,t5_w32_leader,,advance_existing_leader,success,81517,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111843-89e98ecbae13464facdd73b5a5f45e10/record.json
P3读序开发_v1,case_004,read_order,t5_w128_advance,,advance_critical_consumer,success,81107,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111844-c2aaf91c6d35438cbb39c9a434887b2c/record.json
P3读序开发_v1,case_004,read_order,t5_w128_leader,,advance_existing_leader,success,81517,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111844-7b5b3ed07ae6421f9f25dc4f29982a53/record.json
P3读序开发_v1,case_004,read_order,t1_w8_work,,independent_work_before_follower,success,81107,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111844-e57faa9198b741a788986bee6cf7881e/record.json
P3读序开发_v1,case_004,read_order,t6_w8_advance,,advance_critical_consumer,success,81107,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111844-1d56cfefc9474fc49e79ff5076214d2c/record.json
P3读序开发_v1,case_004,read_order,t7_w8_leader,,advance_existing_leader,success,81107,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111844-4609fff7a29d4edeb6337327232f8d98/record.json
P3原方法回归_v1,case_023,legacy,cache_reencode_control,,,success,20229,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-38017cedc4974091a0e66f4abcb731c9/record.json
P3原方法回归_v1,case_023,legacy,cache_r00_t000_advance_leader,,,success,20229,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-9210e254e8e146aba927a1d21001ed66/record.json
P3原方法回归_v1,case_023,legacy,cache_r00_t000_useful_work_before_follower,,,success,20478,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-0b65d17042814cd58b275d3824da6d86/record.json
P3原方法回归_v1,case_023,legacy,cache_r00_t000_colocate_readers,,,success,22497,False,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-01e24e6aa53d4f238be205663d7f1cca/record.json
P3原方法回归_v1,case_023,legacy,cache_r01_t000_advance_leader,,,success,20229,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-56608aaf787c415ab4b810fd3223528d/record.json
P3原方法回归_v1,case_023,legacy,cache_r01_t000_useful_work_before_follower,,,success,20305,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-ef3169162908459286284bad087ddf3d/record.json
P3原方法回归_v1,case_023,legacy,cache_r01_t000_colocate_readers,,,success,22728,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-ce7476b9d5a448b5a7afac5860d121b3/record.json
P3原方法回归_v1,case_023,legacy,cache_r01_t001_advance_leader,,,success,21653,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-0f0d09543329427891e267a9c91c4182/record.json
P3原方法回归_v1,case_023,legacy,cache_r01_t001_useful_work_before_follower,,,success,20229,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-7f32e9f1afe34f90a9abf7db807c2684/record.json
P3原方法回归_v1,case_023,legacy,cache_r01_t001_colocate_readers,,,success,22557,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-fc78c5dc9d2c42d585da77181b8c6058/record.json
P3原方法回归_v1,case_023,legacy,cache_r01_t003_advance_leader,,,success,21950,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-3cf8180d9b114751813f8a7b290c31ff/record.json
P3原方法回归_v1,case_023,legacy,cache_r01_t002_useful_work_before_follower,,,success,20229,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111838-e84df40334ac4b498c69837aa57c9ed4/record.json
P3原方法回归_v1,case_094,legacy,cache_reencode_control,,,success,20726,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-b284152816c64685a2af9ba134cd9a20/record.json
P3原方法回归_v1,case_094,legacy,cache_r00_t000_advance_leader,,,success,20726,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-6f36f77c93bc417097840785121ea225/record.json
P3原方法回归_v1,case_094,legacy,cache_r00_t000_useful_work_before_follower,,,success,22022,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-4f5e60360c6c4c60b0096399629dba01/record.json
P3原方法回归_v1,case_094,legacy,cache_r00_t000_colocate_readers,,,success,22862,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-22be2c112eda4100bca7e66b9aa930de/record.json
P3原方法回归_v1,case_094,legacy,cache_reencode_control,,,success,20726,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-9e911e1c3c7846b0bcf3afb0ecb602da/record.json
P3原方法回归_v1,case_094,legacy,cache_r01_t000_advance_leader,,,success,20726,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T111837-b2f5bbd432e1444289f2dfa84fae4ac9/record.json
