batch,case,cores,method,candidate,phase,status,makespan,cache_hit,accepted,official_record
综合回归_v1,case_081,5,portfolio,stable_id_b5_p1_eft,partition,success,30943,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104644-622b2c5ff6c94f8b8c71aac7b2e446bd/record.json
综合回归_v1,case_081,5,portfolio,stable_id_b10_p1_eft,partition,success,31738,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104644-fc568061ae7e424295e8efd53fcacaf6/record.json
综合回归_v1,case_081,5,portfolio,local_duration,task_refine,success,30943,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104644-0fb2e5161199414c9189822140ac9b1c/record.json
综合回归_v1,case_081,5,portfolio,split512,task_refine,success,31641,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104644-c8a86fbe467846a1a2d097200bbb16ce/record.json
综合回归_v1,case_081,5,adaptive,wcc_start0_simple_a5_per_core_lpt_mv,partition,success,30943,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104652-1397dbe364694b72b8eea5ed0c3e3e1c/record.json
综合回归_v1,case_081,5,adaptive,wcc_task_4_mv_complement_batch2,partition,success,31641,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104652-e86d5df688744b9b8eaf577889b9ec31/record.json
综合回归_v1,case_081,5,adaptive,stable_id_b5_p1_eft,partition,success,30943,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104652-7a98601a5f3342a489f9e89e20427753/record.json
综合回归_v1,case_081,5,adaptive,stable_id_b10_p1_eft,partition,success,31738,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104652-1bbb51efda494655a02471d0356aa8fc/record.json
综合回归_v1,case_081,5,adaptive,stable_id_b20_p1_eft,partition,success,34685,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104652-87f4e9406d33484b87c40ed76355ff6c/record.json
综合回归_v1,case_081,5,adaptive,wcc_start0_simple_a5_per_core_lpt_mv,partition,success,30943,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104658-f7a753f9cabf4d8fa4d2e9401d2bb47c/record.json
综合回归_v1,case_081,5,adaptive,wcc_task_4_mv_complement_batch2,partition,success,31641,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104658-e44f455342084f68a38fa8e5af399a9a/record.json
综合回归_v1,case_081,5,adaptive,stable_id_b5_p1_eft,partition,success,30943,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104659-29e0091c1a764d5d879bedd8469d6250/record.json
综合回归_v1,case_081,5,adaptive,stable_id_b10_p1_eft,partition,success,31738,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104659-d6f7b6d8ec5b48b2ad1bdd95f1beb158/record.json
综合回归_v1,case_081,5,adaptive,stable_id_b20_p1_eft,partition,success,34685,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104659-fb2370e4b61c49d785b7b0648b8f5c29/record.json
综合回归_v1,case_081,5,adaptive,wcc_start0_simple_a5_per_core_lpt_mv,partition,success,30943,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104715-c1913fd0eb7443cdbe7bc613a685ffc1/record.json
综合回归_v1,case_081,5,adaptive,wcc_task_4_mv_complement_batch2,partition,success,31641,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104715-daca4bcccd344143a87bc6bd0dc8c71a/record.json
综合回归_v1,case_081,5,adaptive,stable_id_b5_p1_eft,partition,success,30943,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104716-c1cf1d194ed64c2aac27f6d568259793/record.json
综合回归_v1,case_081,5,adaptive,stable_id_b10_p1_eft,partition,success,31738,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104716-feb5f3355539418d8568cb841701693d/record.json
综合回归_v1,case_081,5,adaptive,stable_id_b20_p1_eft,partition,success,34685,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104716-0b2b1a6f02b34be1a668f8d5f410e21b/record.json
综合回归_v1,case_081,5,hybrid,wcc_start0_simple_a5_per_core_lpt_mv,partition,success,30943,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104655-a3f1504d2a1d42cc93c1b8c85cae2fbc/record.json
综合回归_v1,case_081,5,hybrid,wcc_task_4_mv_complement_batch2,partition,success,31641,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104655-d1b6064fb7e64c64ac9695e341220b2f/record.json
综合回归_v1,case_081,5,hybrid,stable_id_b5_p1_eft,partition,success,30943,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104655-5a719e3bb96641cba2fe82850da36c02/record.json
综合回归_v1,case_081,5,hybrid,stable_id_b10_p1_eft,partition,success,31738,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104655-38e0401b6d42460583e6a9ee722c2f11/record.json
综合回归_v1,case_081,5,hybrid,stable_id_b20_p1_eft,partition,success,34685,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104655-148e40e4f0f8447e9e99dbe1a59561ad/record.json
综合回归_v1,case_081,5,hybrid,local_duration,task_refine,success,30943,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104655-91145f5a3f4c4e6b924a19c744f70181/record.json
综合回归_v1,case_081,5,hybrid,split512,task_refine,success,31641,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104655-88bb529ebe05449cbed9a30b99b4c223/record.json
综合回归_v1,case_081,5,hybrid,wcc_start0_simple_a5_per_core_lpt_mv,partition,success,30943,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104637-14aaec64b0e947919a9f1449736db174/record.json
综合回归_v1,case_081,5,hybrid,wcc_task_4_mv_complement_batch2,partition,success,31641,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104637-c594a09a9cf244f69c326bb3a993d654/record.json
综合回归_v1,case_081,5,hybrid,stable_id_b5_p1_eft,partition,success,30943,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104638-a7b7c22382e2460f9f927532c05fb445/record.json
综合回归_v1,case_081,5,hybrid,stable_id_b10_p1_eft,partition,success,31738,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104638-85ad8db907e34e4bada31b419ed36451/record.json
综合回归_v1,case_081,5,hybrid,stable_id_b20_p1_eft,partition,success,34685,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104638-4bbe0e449d91481d9314cfd4696b41ee/record.json
综合回归_v1,case_081,5,hybrid,local_duration,task_refine,success,30943,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104638-9a4b751f4e7c41ba828eaf1be652be20/record.json
综合回归_v1,case_081,5,hybrid,split512,task_refine,success,31641,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104638-bef1584927ac4e83aa9a97606e10040a/record.json
综合回归_v1,case_081,5,hybrid,wcc_start0_simple_a5_per_core_lpt_mv,partition,success,30943,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104718-748e2870b60d496b872cbc6bf0d46625/record.json
综合回归_v1,case_081,5,hybrid,wcc_task_4_mv_complement_batch2,partition,success,31641,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104718-aac4bf597c9f497fad4f35727abd8a7e/record.json
综合回归_v1,case_081,5,hybrid,stable_id_b5_p1_eft,partition,success,30943,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104718-8567a1f271ec43748aa8bd63bf379112/record.json
综合回归_v1,case_081,5,hybrid,stable_id_b10_p1_eft,partition,success,31738,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104718-8f9fdf0dc89d4d20a67a7298234051e2/record.json
综合回归_v1,case_081,5,hybrid,stable_id_b20_p1_eft,partition,success,34685,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104718-1c3cee85b3344f00bebc88d36477bc59/record.json
综合回归_v1,case_081,5,hybrid,local_duration,task_refine,success,30943,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104719-ddb4f7b066184bd7b0437a651c169dab/record.json
综合回归_v1,case_081,5,hybrid,split512,task_refine,success,31641,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104719-75310a51d2034e13ae726b461efb6cce/record.json
综合回归_v1,case_086,5,portfolio,wcc_start0_simple_a1_per_core_lpt_mv,component,success,118403,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-d3cd98515c4d41cc85b6b539917c8763/record.json
综合回归_v1,case_086,5,portfolio,selective_whole_critical_path_x1_a5_eft,partition,success,118403,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-26a399ecfaf4482198995831fb652da0/record.json
综合回归_v1,case_086,5,portfolio,selective_local_quantile_stable_id_x1_a5_eft,partition,success,117289,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-0f7dab102599460dbe81cfaeb419d7be/record.json
综合回归_v1,case_086,5,portfolio,selective_phase_band_critical_path_x2_a5_eft,partition,success,95806,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-456e54df37784974b41b426e775ce98c/record.json
综合回归_v1,case_086,5,portfolio,selective_local_quantile_stable_id_x2_a5_eft,partition,success,110909,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-25d7a9383b204b7a87880a7883549690/record.json
综合回归_v1,case_086,5,portfolio,selective_phase_band_stable_id_x2_a5_eft,partition,success,95806,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-61aca3edb4d2442e9d651bcf53f7aa69/record.json
综合回归_v1,case_086,5,portfolio,selective_local_quantile_stable_id_x1_a3_balanced,partition,success,120889,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-6f3a0b3c1a5942588243918c570c5d3d/record.json
综合回归_v1,case_086,5,portfolio,selective_phase_band_critical_path_x2_a5_balanced,partition,success,96187,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104648-735c29e60dbb46cab4621459b8d6c76d/record.json
综合回归_v1,case_086,5,portfolio,tensor4096_cheap64_active5,tensor,success,108542,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104649-4aea6c84bfeb468b863266712c432e60/record.json
综合回归_v1,case_086,5,portfolio,merge8,task_refine,success,96967,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104649-326a160c899d48c7930c4b4ea954bc83/record.json
综合回归_v1,case_086,5,portfolio,merge16,task_refine,success,96483,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104649-511f99fb803e4301b47a2523c748f340/record.json
综合回归_v1,case_086,5,portfolio,merge256,task_refine,success,108446,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104649-49d970313dbe454ab3136138f85de560/record.json
综合回归_v1,case_086,5,portfolio,wcc_start0_simple_a1_per_core_lpt_mv,component,success,118403,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104632-e3780ceea9064e6caa52842b4d5a05d4/record.json
综合回归_v1,case_086,5,portfolio,selective_whole_critical_path_x1_a5_eft,partition,success,118403,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104632-12346a4e52ba48c9bf57bb97be9848e9/record.json
综合回归_v1,case_086,5,portfolio,selective_local_quantile_stable_id_x1_a5_eft,partition,success,117289,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104632-d1424c66879d4e12b93fcfae34e59eef/record.json
综合回归_v1,case_086,5,portfolio,selective_phase_band_critical_path_x2_a5_eft,partition,success,95806,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104632-f51609d59bd440a1a3e826fc19789d00/record.json
综合回归_v1,case_086,5,portfolio,selective_local_quantile_stable_id_x2_a5_eft,partition,success,110909,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104632-891fb677f77b42fd9505d88da31114f2/record.json
综合回归_v1,case_086,5,portfolio,selective_phase_band_stable_id_x2_a5_eft,partition,success,95806,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104632-b9cafaa026094aa19a54760eb138c158/record.json
综合回归_v1,case_086,5,portfolio,selective_local_quantile_stable_id_x1_a3_balanced,partition,success,120889,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104632-13979835c43645bdbc56afc2219d187c/record.json
综合回归_v1,case_086,5,portfolio,selective_phase_band_critical_path_x2_a5_balanced,partition,success,96187,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104632-dce4bb939c1d4ab8b8b3fdcd29147568/record.json
综合回归_v1,case_086,5,portfolio,tensor4096_cheap64_active5,tensor,success,108542,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104633-12e64e7df3c74258aa665f6426ef81b8/record.json
综合回归_v1,case_086,5,portfolio,merge8,task_refine,success,96967,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104634-d644a93d7345419f8e06e7e5ea81d6cb/record.json
综合回归_v1,case_086,5,portfolio,merge16,task_refine,success,96483,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104635-10c0e715639b4bb9ac96f5b53ce44790/record.json
综合回归_v1,case_086,5,portfolio,merge256,task_refine,success,106063,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104636-af5563efed7e4fc987b65f0e36ce8a4b/record.json
综合回归_v1,case_086,5,portfolio,wcc_start0_simple_a1_per_core_lpt_mv,component,success,118403,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104703-ffa3083549634b21a8b267b5b191d271/record.json
综合回归_v1,case_086,5,portfolio,selective_whole_critical_path_x1_a5_eft,partition,success,118403,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104703-429f089c399649e196f837a7f5efc9a0/record.json
综合回归_v1,case_086,5,portfolio,selective_phase_band_critical_path_x2_a5_eft,partition,success,95806,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104703-5bc91693caea42a5949e069a7de28aee/record.json
综合回归_v1,case_086,5,portfolio,selective_local_quantile_stable_id_x1_a5_eft,partition,success,117289,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104703-cab35bbe2b1241999e5b6ddc62c1753b/record.json
综合回归_v1,case_086,5,portfolio,selective_phase_band_stable_id_x2_a5_eft,partition,success,95806,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104703-b9220095187a4489a999f6aa80e342b2/record.json
综合回归_v1,case_086,5,portfolio,selective_local_quantile_stable_id_x2_a5_eft,partition,success,110909,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104703-7dc5544e27cd454da3cc2411773b3e35/record.json
综合回归_v1,case_086,5,portfolio,selective_phase_band_critical_path_x2_a5_balanced,partition,success,96187,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104703-cddacfa7df124af991f1f4041f471d9a/record.json
综合回归_v1,case_086,5,portfolio,selective_local_quantile_stable_id_x1_a3_balanced,partition,success,120889,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104703-7eb84a5a2dbc453a9f393643bb0c2d7e/record.json
综合回归_v1,case_086,5,portfolio,tensor4096_cheap64_active5,tensor,success,108542,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104704-bc253593122742d5bca5ffec183030ee/record.json
综合回归_v1,case_086,5,portfolio,merge8,task_refine,success,96967,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104704-fa7191bf1d4a4bc08f4ca599a19491c2/record.json
综合回归_v1,case_086,5,portfolio,merge16,task_refine,success,96418,False,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104704-b2b09877db1c47b1abee28e9a4794e1b/record.json
综合回归_v1,case_086,5,portfolio,merge256,task_refine,success,104275,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104705-b47c3da2ccb04b7cbc5cefce709c27a9/record.json
综合回归_v1,case_086,5,adaptive,wcc_start0_simple_a1_per_core_lpt_mv,partition,success,118403,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104705-c3b948f0038846668f56ff6e0c933b97/record.json
综合回归_v1,case_086,5,adaptive,selective_whole_critical_path_x1_a5_eft,partition,success,118403,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104705-7e4ad42a8370446996ffcb09a29c2a43/record.json
综合回归_v1,case_086,5,adaptive,selective_local_quantile_stable_id_x1_a5_eft,partition,success,117289,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104705-4a7e764abe334277b6050776c5518351/record.json
综合回归_v1,case_086,5,adaptive,selective_phase_band_critical_path_x2_a5_eft,partition,success,95806,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104705-811e566a4111426dab4647412b7732c1/record.json
综合回归_v1,case_086,5,adaptive,selective_local_quantile_stable_id_x2_a5_eft,partition,success,110909,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104705-1ea92289f20242d5a50dc70ab1ad93b0/record.json
综合回归_v1,case_086,5,adaptive,selective_phase_band_stable_id_x2_a5_eft,partition,success,95806,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104705-14034f0ed4234c24b231ded9d09a758c/record.json
综合回归_v1,case_086,5,adaptive,selective_local_quantile_stable_id_x1_a3_balanced,partition,success,120889,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104705-cde641c59fba45b7bc20eab03f1c5bac/record.json
综合回归_v1,case_086,5,adaptive,selective_phase_band_critical_path_x2_a5_balanced,partition,success,96187,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104705-4d747001548940b48ec60bf418b1e173/record.json
综合回归_v1,case_086,5,adaptive,selective_local_quantile_stable_id_x1_a5_balanced,partition,success,120889,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104705-e7c77ab0ea1645ff956234af78196601/record.json
综合回归_v1,case_086,5,adaptive,selective_phase_band_stable_id_x2_a5_balanced,partition,success,96187,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104705-66398f429aec4e7f85e3a7e0a698a028/record.json
综合回归_v1,case_086,5,adaptive,selective_local_quantile_stable_id_x2_a3_balanced,partition,success,116387,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104705-d2d75c7874134d32ba9d66892d7282f3/record.json
综合回归_v1,case_086,5,adaptive,selective_phase_band_critical_path_x1_a5_eft,partition,success,99889,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104705-195448c998bc478480d667c30c2289a9/record.json
综合回归_v1,case_086,5,adaptive,wcc_start0_simple_a1_per_core_lpt_mv,partition,success,118403,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104619-86fc2b335bd64de1ba6e0b82631e6d00/record.json
综合回归_v1,case_086,5,adaptive,selective_whole_critical_path_x1_a5_eft,partition,success,118403,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104620-b939d546dd6148cabe600ea5a5c5253e/record.json
综合回归_v1,case_086,5,adaptive,selective_local_quantile_stable_id_x1_a5_eft,partition,success,117289,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104620-390cb029f01d4df890e5a57003576b62/record.json
综合回归_v1,case_086,5,adaptive,selective_phase_band_critical_path_x2_a5_eft,partition,success,95806,True,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104620-664256d3f0db4b3580c9a9a21dafd23d/record.json
综合回归_v1,case_086,5,adaptive,selective_local_quantile_stable_id_x2_a5_eft,partition,success,110909,True,False,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T104620-6850130f4a154e2795f3d86081d500a6/record.json
