case,problem,cores,before,after,before_copy_bytes,after_copy_bytes,reduction_pct,original_singlecore,plan,official_record,official_result
case_048,1,3,222220,122039,0,1391956,45.08190081900819,222220,方案/p1/n3/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173142-38f9b7ac9ed842399389a323c5b8a068/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173142-38f9b7ac9ed842399389a323c5b8a068/official_result.json.gz
case_048,1,4,222220,119999,0,1391956,45.999909999099984,222220,方案/p1/n4/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173145-0f8bcbb4c0a04be29b5bd3346a0d11e1/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173145-0f8bcbb4c0a04be29b5bd3346a0d11e1/official_result.json.gz
case_048,1,5,211661,119999,289112,1391956,43.30604126409684,222220,方案/p1/n5/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173910-8f898e665e874214bf37d6fbbe7569d4/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173910-8f898e665e874214bf37d6fbbe7569d4/official_result.json.gz
case_048,2,5,98926,98594,1236824,1236440,0.33560439116107066,222220,方案/p2/n5/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173919-695f40fb663246fcb8388dbd51ba34e9/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173919-695f40fb663246fcb8388dbd51ba34e9/official_result.json.gz
case_048,3,5,98781,98366,1236824,1236440,0.42012127838348956,222220,方案/p3/n5/case_048_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172333-94e74fe261fb4a2bb9ce3d62a159c31f/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172333-94e74fe261fb4a2bb9ce3d62a159c31f/official_result.json.gz
case_049,1,5,124981,86941,1462062,2643504,30.43662636720782,196276,方案/p1/n5/case_049_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173159-d142157339c24c10aa9141ab19497a29/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173159-d142157339c24c10aa9141ab19497a29/official_result.json.gz
case_056,1,5,210746,138785,1429882,4461966,34.1458438119822,277285,方案/p1/n5/case_056_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173311-89dc995ed6594ba5bdd7b032a3ae4abe/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173311-89dc995ed6594ba5bdd7b032a3ae4abe/official_result.json.gz
case_064,1,5,16370,15177,134330,207694,7.287721441661576,19116,方案/p1/n5/case_064_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173137-3c5f5bf3cd794569b1a8a2aa03abb3c9/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173137-3c5f5bf3cd794569b1a8a2aa03abb3c9/official_result.json.gz
case_064,2,5,8559,8539,130674,127474,0.2336721579623835,19116,方案/p2/n5/case_064_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173008-4aea3480ea2f4f16a86e187ac275210e/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173008-4aea3480ea2f4f16a86e187ac275210e/official_result.json.gz
case_064,3,5,8516,8510,130674,127474,0.07045561296383784,19116,方案/p3/n5/case_064_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173919-4632222cbff444e3b036739eaa7c9e86/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173919-4632222cbff444e3b036739eaa7c9e86/official_result.json.gz
case_068,1,5,268666,143172,1045280,3694350,46.71004146412274,362095,方案/p1/n5/case_068_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173213-9d8f2c9513774aafa54526ba2dbc241b/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173213-9d8f2c9513774aafa54526ba2dbc241b/official_result.json.gz
case_069,1,5,16908,15487,622330,554768,8.404305654128219,25144,方案/p1/n5/case_069_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173136-de3afb24088242798b1f6ae2e3a65d15/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173136-de3afb24088242798b1f6ae2e3a65d15/official_result.json.gz
case_069,3,5,9183,9107,426832,426832,0.8276162474136983,25144,方案/p3/n5/case_069_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P3读序归因第十轮_v1/case_069/evaluations/attempts/20260925T174002-3cd525cb980644d2a219eee3511da332/record.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/P3读序归因第十轮_v1/case_069/evaluations/attempts/20260925T174002-3cd525cb980644d2a219eee3511da332/official_result.json.gz
case_071,2,3,9725,9715,257388,272428,0.10282776349614942,18919,方案/p2/n3/case_071_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173134-6d9b644d45be4012b19ccc385adb2570/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173134-6d9b644d45be4012b19ccc385adb2570/official_result.json.gz
case_071,2,5,8852,8107,302060,304174,8.416177135110715,18919,方案/p2/n5/case_071_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172343-ae2af555e8fb41fd8dfcfc576d151a7b/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172343-ae2af555e8fb41fd8dfcfc576d151a7b/official_result.json.gz
case_071,3,3,9521,9177,257388,272428,3.6130658544270555,18919,方案/p3/n3/case_071_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173920-5cd178fff14142eb99da398c34ac83ae/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173920-5cd178fff14142eb99da398c34ac83ae/official_result.json.gz
case_071,3,5,7494,7485,361586,344498,0.12009607686148671,18919,方案/p3/n5/case_071_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172555-6abaa4448d2f4f409367e5f7bdb9bf90/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172555-6abaa4448d2f4f409367e5f7bdb9bf90/official_result.json.gz
case_075,1,2,1436708,868958,875304,8082280,39.51742455669489,1441809,方案/p1/n2/case_075_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173240-48eb704089bc4227924ce606f69adff9/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173240-48eb704089bc4227924ce606f69adff9/official_result.json.gz
case_075,1,3,1436708,667406,875304,8839578,53.54616247699602,1441809,方案/p1/n3/case_075_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173246-530891d61bca4d4b8f41a65f1346f384/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173246-530891d61bca4d4b8f41a65f1346f384/official_result.json.gz
case_075,1,4,1436708,534068,875304,10475926,62.82696275095565,1441809,方案/p1/n4/case_075_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173315-1a587eb7ee68490587be245bb80221d3/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173315-1a587eb7ee68490587be245bb80221d3/official_result.json.gz
case_075,1,5,1322078,478842,5641288,12535518,63.78110822508203,1441809,方案/p1/n5/case_075_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172134-3dee6c3dad504b61800a42848d69069c/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172134-3dee6c3dad504b61800a42848d69069c/official_result.json.gz
case_085,1,2,3155166,2219240,3497710,15481456,29.663288714444814,3187899,方案/p1/n2/case_085_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173613-4cdd748112c744b0bd2c05cd8747c3b5/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173613-4cdd748112c744b0bd2c05cd8747c3b5/official_result.json.gz
case_085,1,3,3152050,1760397,2399134,23425634,44.15072730445265,3187899,方案/p1/n3/case_085_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173634-0fdc11827dac400eb93abbdebb8ed76a/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173634-0fdc11827dac400eb93abbdebb8ed76a/official_result.json.gz
case_085,1,4,3152050,1403663,2399134,26256478,55.46825082089434,3187899,方案/p1/n4/case_085_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173746-0798627264c74615a48b5a99e37bcc07/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173746-0798627264c74615a48b5a99e37bcc07/official_result.json.gz
case_085,1,5,2760933,873645,4246258,23398256,68.35689239833056,3187899,方案/p1/n5/case_085_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172412-a0ae9a3e6a9945e2a4c639369d11c0b2/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172412-a0ae9a3e6a9945e2a4c639369d11c0b2/official_result.json.gz
case_086,1,5,86066,58819,1676764,2614486,31.65826226384403,118403,方案/p1/n5/case_086_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173159-26d4aaddca22419f87c668786630145f/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173159-26d4aaddca22419f87c668786630145f/official_result.json.gz
case_086,2,5,45893,44890,1780850,1797234,2.1855184886584,118403,方案/p2/n5/case_086_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173031-33c5209b283a490b9346cadf4d0522b1/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173031-33c5209b283a490b9346cadf4d0522b1/official_result.json.gz
case_086,3,5,42862,40127,2118390,2115702,6.38094349307079,118403,方案/p3/n5/case_086_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173055-fad1c87cb59043a2a41b57fd8b956854/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173055-fad1c87cb59043a2a41b57fd8b956854/official_result.json.gz
case_088,1,5,174545,97719,1222870,2707564,44.015010455756396,243623,方案/p1/n5/case_088_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172859-82458d6f1f32417d9cb1c35e532e8ff6/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172859-82458d6f1f32417d9cb1c35e532e8ff6/official_result.json.gz
case_088,2,3,99006,95670,2078542,2093894,3.3694927580146694,243623,方案/p2/n3/case_088_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173918-d63d242b65e341718440a9804006ce14/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173918-d63d242b65e341718440a9804006ce14/official_result.json.gz
case_088,2,5,89756,89206,2468882,2475026,0.6127724051874006,243623,方案/p2/n5/case_088_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172356-2c6bc29cd5d64147acaecc0148c359c7/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172356-2c6bc29cd5d64147acaecc0148c359c7/official_result.json.gz
case_088,3,3,95079,92714,2078542,2093894,2.487405210403981,243623,方案/p3/n3/case_088_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173152-f45b88da773b4bfe87f040474f6db605/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T173152-f45b88da773b4bfe87f040474f6db605/official_result.json.gz
case_088,3,5,82216,79900,2468882,2468858,2.816969932859781,243623,方案/p3/n5/case_088_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172416-fd73d40b39684a2089e08b78b6b65c1f/record.json,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260925T172416-fd73d40b39684a2089e08b78b6b65c1f/official_result.json.gz
