group,case,problem,num_cores,policy,before,after,logical_calls,new_calls,failed_calls,elapsed_seconds,generation_seconds,stop_reason,status,summary_path,reduction_pct
development_v2,case_071,3,5,joint,7494,7494,24,11,0,1.8915378339588642,0.32479500107001513,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索开发_v2/slots/case_071/p3_n5/joint/summary.json,0.0
development_v2,case_088,2,5,legacy,89756,89730,24,12,0,5.634505124995485,0.497982127009891,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索开发_v2/slots/case_088/p2_n5/legacy/summary.json,0.028967422790682207
development_v2,case_088,2,5,joint,89756,89206,24,12,0,6.404210540931672,1.017936124932021,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索开发_v2/slots/case_088/p2_n5/joint/summary.json,0.6127724051874006
development_v2,case_088,3,5,legacy,82216,82216,24,12,0,7.461436583078466,1.709741333965212,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索开发_v2/slots/case_088/p3_n5/legacy/summary.json,0.0
development_v2,case_088,3,5,joint,82216,79900,24,12,0,10.443306833971292,4.559483792167157,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索开发_v2/slots/case_088/p3_n5/joint/summary.json,2.816969932859781
development_v2,case_085,1,5,joint,2760933,873645,24,18,0,144.2164769580122,37.066075208364055,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索开发_v2/slots/case_085/p1_n5/joint/summary.json,68.35689239833056
p3_ablation_development_v3,case_009,3,5,legacy,46976,46943,24,0,0,3.2400444999802858,2.8231764999218285,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_009/p3_n5/legacy/summary.json,0.07024863760217714
p3_ablation_development_v3,case_009,3,5,joint,46976,46814,24,14,0,12.503386916941963,2.681182208005339,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_009/p3_n5/joint/summary.json,0.3448569482288777
p3_ablation_development_v3,case_009,3,5,region,46976,46814,24,15,0,12.044749540975317,1.5556175401434302,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_009/p3_n5/region/summary.json,0.3448569482288777
p3_ablation_development_v3,case_071,3,5,legacy,7494,7494,24,0,0,0.35843429097440094,0.2681583759840578,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_071/p3_n5/legacy/summary.json,0.0
p3_ablation_development_v3,case_071,3,5,joint,7494,7494,24,9,0,1.5957800829783082,0.30289204115979373,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_071/p3_n5/joint/summary.json,0.0
p3_ablation_development_v3,case_071,3,5,region,7494,7485,24,15,0,2.3119853329844773,0.23837975005153567,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_071/p3_n5/region/summary.json,0.12009607686148671
p3_ablation_development_v3,case_071,3,5,reads,7494,7494,24,11,0,1.677676958963275,0.11849983409047127,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_071/p3_n5/reads/summary.json,0.0
p3_ablation_development_v3,case_088,3,5,legacy,82216,82216,24,0,0,1.845885124988854,1.5943972498644143,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_088/p3_n5/legacy/summary.json,0.0
p3_ablation_development_v3,case_009,3,5,reads,46976,46952,24,21,0,15.885795457987115,0.7926806248724461,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_009/p3_n5/reads/summary.json,0.05108991825613085
p3_ablation_development_v3,case_088,3,5,joint,82216,79900,24,3,0,5.519558332976885,3.802260876982473,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_088/p3_n5/joint/summary.json,2.816969932859781
p3_ablation_development_v3,case_088,3,5,region,82216,79900,24,9,0,6.230178874917328,1.93979454098735,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_088/p3_n5/region/summary.json,2.816969932859781
p3_ablation_development_v3,case_093,3,5,legacy,15630,15630,24,15,0,2.2432358340593055,0.1684226259822026,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_093/p3_n5/legacy/summary.json,0.0
p3_ablation_development_v3,case_088,3,5,reads,82216,82216,24,22,0,10.239237000001594,0.8605397919891402,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_088/p3_n5/reads/summary.json,0.0
p3_ablation_development_v3,case_093,3,5,joint,15630,15630,24,22,0,3.192240791977383,0.18129429291002452,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_093/p3_n5/joint/summary.json,0.0
p3_ablation_development_v3,case_093,3,5,region,15630,15630,24,13,0,1.917491125059314,0.09375875093974173,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_093/p3_n5/region/summary.json,0.0
p3_ablation_development_v3,case_093,3,5,reads,15630,15630,24,15,0,2.1662425419781357,0.08267929195426404,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3消融开发_v3/slots/case_093/p3_n5/reads/summary.json,0.0
validation_v3,case_005,1,5,legacy,70732,69452,24,24,0,12.366101667052135,0.6080670419614762,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_005/p1_n5/legacy/summary.json,1.8096476842164755
validation_v3,case_005,1,5,joint,70732,51854,24,24,0,14.518986791023053,2.455938042025082,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_005/p1_n5/joint/summary.json,26.689475767686478
validation_v3,case_016,1,5,legacy,3304638,3304638,4,4,0,44.88688295800239,1.4702966659097,neighborhood_exhausted,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_016/p1_n5/legacy/summary.json,0.0
validation_v3,case_043,1,5,legacy,222525,222525,4,4,0,6.816355124930851,0.6518325409851968,neighborhood_exhausted,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_043/p1_n5/legacy/summary.json,0.0
validation_v3,case_043,1,5,joint,222525,200786,24,24,0,50.76376595790498,8.818753209081478,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_043/p1_n5/joint/summary.json,9.769239411302099
validation_v3,case_088,1,5,legacy,174545,163366,24,24,0,12.397960916976444,0.9783037509769201,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_088/p1_n5/legacy/summary.json,6.40465209544816
validation_v3,case_088,1,5,joint,174545,97719,24,24,0,16.717291957931593,3.8210710011189803,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_088/p1_n5/joint/summary.json,44.015010455756396
validation_v3,case_005,2,5,legacy,37038,37036,24,24,0,13.846239125006832,0.9042815001448616,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_005/p2_n5/legacy/summary.json,0.005399859603649748
validation_v3,case_005,2,5,joint,37038,36856,24,24,0,14.686992041999474,1.3575791660696268,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_005/p2_n5/joint/summary.json,0.4913872239321826
validation_v3,case_005,3,5,legacy,34188,34188,24,24,0,16.638816665974446,2.7731072501046583,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_005/p3_n5/legacy/summary.json,0.0
validation_v3,case_016,1,5,joint,3304638,3303991,15,15,1,180.01626437494997,8.202949583064765,time_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_016/p1_n5/joint/summary.json,0.019578543852605268
validation_v3,case_064,2,5,legacy,8559,8543,24,24,0,3.6327993749873713,0.22506174899172038,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_064/p2_n5/legacy/summary.json,0.1869377263699068
validation_v3,case_064,2,5,joint,8559,8539,24,24,0,3.8966283339541405,0.32054433308076113,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_064/p2_n5/joint/summary.json,0.2336721579623835
validation_v3,case_005,3,5,joint,34188,34188,24,23,0,14.77567679202184,1.9969520829617977,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_005/p3_n5/joint/summary.json,0.0
validation_v3,case_064,3,5,legacy,8516,8516,24,24,0,4.0566628749947995,0.49747399997431785,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_064/p3_n5/legacy/summary.json,0.0
validation_v3,case_064,3,5,joint,8516,8516,24,23,0,4.36436012503691,0.4395587499020621,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_064/p3_n5/joint/summary.json,0.0
validation_v3,case_086,2,5,legacy,45893,45893,24,24,0,17.238310333923437,0.8672612510854378,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_086/p2_n5/legacy/summary.json,0.0
validation_v3,case_086,2,5,joint,45893,44890,24,24,0,18.495065749972127,1.7329026670195162,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_086/p2_n5/joint/summary.json,2.1855184886584
validation_v3,case_086,3,5,joint,42862,41240,24,24,0,21.751553834066726,3.5913265409180894,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_086/p3_n5/joint/summary.json,3.7842377863842147
validation_v3,case_086,3,5,legacy,42862,40127,24,24,0,25.564697041991167,7.78636699996423,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_086/p3_n5/legacy/summary.json,6.38094349307079
validation_v3,case_100,2,5,legacy,57811,57811,24,24,0,4.775598958018236,0.09956454182974994,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_100/p2_n5/legacy/summary.json,0.0
validation_v3,case_100,2,5,joint,57811,57811,24,24,0,5.022621500073001,0.2563890420133248,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_100/p2_n5/joint/summary.json,0.0
validation_v3,case_100,3,5,legacy,57811,57811,24,23,0,4.6436620419844985,0.20215446001384407,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_100/p3_n5/legacy/summary.json,0.0
validation_v3,case_100,3,5,joint,57811,57811,24,22,0,4.6091170409927145,0.2937693741405383,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索验证_v3/slots/case_100/p3_n5/joint/summary.json,0.0
p3_reads_validation_v3,case_069,3,5,legacy,9183,9140,24,24,0,5.212682915967889,0.636046624975279,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3读取验证_v3/slots/case_069/p3_n5/legacy/summary.json,0.4682565610366951
p3_reads_validation_v3,case_069,3,5,reads,9183,9107,24,22,0,4.448572542052716,0.2507050019921735,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3读取验证_v3/slots/case_069/p3_n5/reads/summary.json,0.8276162474136983
p3_reads_validation_v3,case_095,3,5,legacy,220188,220188,3,0,0,0.36480087495874614,0.2851540829287842,neighborhood_exhausted,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3读取验证_v3/slots/case_095/p3_n5/legacy/summary.json,0.0
p3_reads_validation_v3,case_095,3,5,reads,220188,220188,1,0,0,0.20028229197487235,0.1332360840169713,neighborhood_exhausted,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索P3读取验证_v3/slots/case_095/p3_n5/reads/summary.json,0.0
extension_v3,case_071,3,3,joint,9521,9521,12,11,0,1.686848625075072,0.1731724590063095,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_071/p3_n3/joint/summary.json,0.0
extension_v3,case_071,2,3,joint,9725,9715,12,12,0,1.7914234589552507,0.1628330840030685,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_071/p2_n3/joint/summary.json,0.10282776349614942
extension_v3,case_064,1,5,joint,16370,15177,12,12,0,2.577746666967869,0.5606097921263427,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_064/p1_n5/joint/summary.json,7.287721441661576
extension_v3,case_069,1,5,joint,16908,15487,12,12,0,2.637411042000167,0.5239101669285446,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_069/p1_n5/joint/summary.json,8.404305654128219
extension_v3,case_051,1,5,joint,607628,607628,4,4,0,0.8842344169970602,0.22057554207276553,neighborhood_exhausted,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_051/p1_n5/joint/summary.json,0.0
extension_v3,case_048,1,2,joint,222220,222220,12,12,0,3.862457334063947,0.4395224160980433,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_048/p1_n2/joint/summary.json,0.0
extension_v3,case_048,1,3,joint,222220,122039,12,12,0,5.36818700004369,2.105868582963012,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_048/p1_n3/joint/summary.json,45.08190081900819
extension_v3,case_048,1,4,joint,222220,119999,12,12,0,5.555116250063293,2.2298734188079834,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_048/p1_n4/joint/summary.json,45.999909999099984
extension_v3,case_088,2,3,joint,99006,96113,12,12,0,5.53681270906236,0.68703600007575,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_088/p2_n3/joint/summary.json,2.9220451285780658
extension_v3,case_088,3,3,joint,95079,92714,12,11,0,5.558768916991539,0.9599401659797877,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_088/p3_n3/joint/summary.json,2.487405210403981
extension_v3,case_049,1,5,joint,124981,86941,12,12,0,12.833164166891947,4.753857625066303,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_049/p1_n5/joint/summary.json,30.43662636720782
extension_v3,case_086,1,5,joint,86066,58819,12,12,0,11.141047124983743,2.7328012911602855,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_086/p1_n5/joint/summary.json,31.65826226384403
extension_v3,case_009,2,3,joint,85607,85607,12,12,0,9.196068709017709,0.8035542499274015,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_009/p2_n3/joint/summary.json,0.0
extension_v3,case_068,1,5,joint,268666,143172,12,12,0,16.025192916044034,6.540545958909206,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_068/p1_n5/joint/summary.json,46.71004146412274
extension_v3,case_009,3,3,joint,85607,85607,12,11,0,9.071449249982834,0.9319304169621319,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_009/p3_n3/joint/summary.json,0.0
extension_v3,case_075,1,2,joint,1436708,868958,12,12,0,25.548203874961473,10.589393749716692,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_075/p1_n2/joint/summary.json,39.51742455669489
extension_v3,case_075,1,3,joint,1436708,667406,12,12,0,26.14957495802082,9.494411000981927,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_075/p1_n3/joint/summary.json,53.54616247699602
extension_v3,case_075,1,4,joint,1436708,534068,12,12,0,33.357096416992135,13.328927583992481,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_075/p1_n4/joint/summary.json,62.82696275095565
extension_v3,case_056,1,5,joint,210746,138785,12,12,0,31.69022629200481,10.70907741994597,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_056/p1_n5/joint/summary.json,34.1458438119822
extension_v3,case_047,1,2,joint,323254,319012,12,12,0,32.990815500030294,7.002514582010917,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_047/p1_n2/joint/summary.json,1.3122807451725227
extension_v3,case_003,1,5,joint,409613,232913,12,12,0,63.51447950000875,22.680190416867845,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_003/p1_n5/joint/summary.json,43.13827930265886
extension_v3,case_047,1,3,joint,323254,219173,12,12,0,61.239364166976884,23.116085291141644,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_047/p1_n3/joint/summary.json,32.197900103324315
extension_v3,case_047,1,4,joint,323254,190683,12,12,0,60.813045541988686,25.022110874997452,call_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_047/p1_n4/joint/summary.json,41.01140279779987
extension_v3,case_085,1,2,joint,3155166,2219240,12,12,1,90.01753420801833,33.714082834078,time_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_085/p1_n2/joint/summary.json,29.663288714444814
extension_v3,case_085,1,3,joint,3152050,1760397,9,9,1,90.01977983303368,27.069469916052185,time_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_085/p1_n3/joint/summary.json,44.15072730445265
extension_v3,case_085,1,4,joint,3152050,1403663,10,10,0,91.8993379160529,28.508445331826806,time_budget,success,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/区域搜索定向扩展_v3/slots/case_085/p1_n4/joint/summary.json,55.46825082089434
